Season,TeamID,FGMR,FGAR,FGMR3,FGAR3,FTMR,FTAR,ORR,DRR,AstR,TOR,StlR,BlkR,PFR
2011,1429,1.2620827124,0.9965771491,1.4793643727,1.0142834898,1.7633154209,1.4883841902,1.4872298034,1.3530268952,1.5909267253,1.0131722299,1.1366558146,1.9119638591,0.9291994508
2011,1343,1.1070226628,1.0045897787,1.4746898914,1.2315873891,1.1696545019,1.1498858435,1.4310468155,1.1882495333,1.3386739357,1.0688868027,1.4174918575,1.5991039539,0.9904851142
2011,1257,1.2837599278,1.103220699,1.9763834334,1.4689562452,0.9185764039,0.9340447064,1.1200772602,1.0675042491,1.7316815582,0.8604401729,1.6444038504,2.9164350151,1.155315444
2011,1435,1.024137227,0.9112085492,1.576467957,1.1752082066,1.9652072507,1.7330439157,1.0165315157,1.2173221007,1.271379747,1.1266557138,0.9897460709,2.1340218018,0.8453173728
2011,1294,1.0797257624,1.0349900082,1.3165449176,1.0196754389,1.371437419,1.2019158801,1.4318840005,1.2340622427,1.0467937035,1.1364006253,1.300511072,0.7487327715,0.9608264434
2011,1336,1.0138365466,1.0076550718,1.091553722,1.0717556288,1.7529352988,1.5524072812,1.2260542899,1.1231022369,0.9138822549,1.1357863975,1.177807526,1.0440118274,0.9280731354
2011,1277,1.0598939585,1.0216766354,1.3685992851,1.1942754862,1.3807347632,1.1482376465,1.4176601623,1.1560817005,1.3855065759,1.2346363337,1.4127914633,2.4543630209,1.1534160273
2011,1125,1.3690549771,1.1789334635,2.6177699527,1.8047295746,1.2524153299,1.0141064765,1.2763228633,1.1203593471,1.5759460114,0.7677785708,1.8046124329,1.1484656044,1.0410283657
2011,1272,1.1178359179,1.0041914175,1.343711717,1.096033047,1.1351534789,1.1090638225,1.0752454554,1.130616215,1.2694875454,1.089454714,1.3293259091,1.8781194929,1.1095865378
2011,1214,1.0744632643,1.00062709,1.5317229474,1.2226184454,1.2618710528,1.3243087125,0.9880479275,0.9344033761,1.2505512305,0.8058515252,2.3100692807,3.0044687449,0.9324274109
2011,1401,1.1079917206,1.0007886038,1.2278051198,0.9966873173,1.5553356009,1.4403399593,1.3851933724,1.2270669278,1.3141626031,1.0587319275,1.1520383079,0.7016728111,0.9004067483
2011,1437,1.1337371809,1.0044275636,1.4538903643,0.9923047578,1.6553225104,1.397615259,1.2462823915,1.2165516373,1.0812217629,1.0435158117,1.2922852682,1.7465462782,0.9086937738
2011,1424,1.2492108938,1.0688893383,1.1607241464,1.1024332179,1.2577586151,1.1818052572,1.3558695291,1.1357432878,1.633648278,0.8359682703,2.4251394759,2.0066313581,1.017190637
2011,1131,0.9961015209,0.9585783209,1.4368941853,1.101075365,1.6489834264,1.4235957496,1.0843533679,1.1142432107,0.9111770873,1.0846488488,1.273649341,1.656782198,1.0105206655
2011,1462,1.1472916648,0.9837399061,0.9813676914,0.926585815,1.4374979281,1.336138069,1.5747661619,1.2398551034,1.1264822488,1.0264230283,1.1436822779,1.3902937706,0.8617272134
2011,1397,1.1221962481,1.0657038321,0.9001758665,0.9616790339,1.2140261983,1.264930006,1.4728652004,1.1271548987,1.2480173385,0.9584622522,1.3400238512,1.4372075208,1.0883641502
2011,1254,1.008675725,0.9334254321,1.4665646978,1.003703475,2.3472500725,2.2586119133,1.2223058077,1.1850665291,1.0482348601,1.0724873231,1.2004191448,1.6248833382,0.7409314949
2011,1103,1.0852066071,1.0334181734,2.4468892969,1.4717023797,1.0476860751,0.9106847643,0.9839321022,0.9939353576,1.371352938,0.9329984934,1.5006382899,2.0602232269,1.1016398929
2011,1389,1.1096547163,1.0001065293,1.3759342945,1.0680893376,1.0576854011,1.0593247406,1.0038343539,1.0771930854,1.2176068283,1.1755531324,1.3866401093,1.6231759582,1.0344293942
2011,1232,1.1101970717,1.0176806844,1.4029754627,1.1837253656,0.9469524005,0.9403130027,1.0694499683,1.0777729783,1.1829635589,1.208708281,1.3773183703,2.1815029552,1.0529744143
2011,1324,1.0930336201,0.9645375246,1.9134061325,1.409241328,1.5295500564,1.4020057095,1.0858854593,1.2594057538,1.3251604408,1.3462028283,1.3555345722,3.5660987152,0.9420810067
2011,1207,1.110471073,0.9672374886,1.7479609144,1.3044256542,1.085724498,0.9980240031,0.9751183705,1.2523798614,1.3361538831,1.2573842838,1.0744942565,1.7459723353,1.1431628868
2011,1208,1.1551263621,0.9936570516,0.9798638072,0.8002503042,1.2410690001,1.1779031011,1.4025355889,1.2448970399,1.8668465945,1.1963832085,1.2321736777,2.6052048237,1.0175613382
2012,1140,1.2128997851,1.0666333158,1.3095131295,1.0021766,1.5876585386,1.2977557684,1.2160198307,1.1384767033,1.4086806555,0.8662310908,1.7822318152,2.080911593,1.0126488029
2012,1443,0.9295343317,1.0085653883,1.580947639,1.353289519,1.2632384803,1.3145625925,1.4254656082,0.9774198422,1.05792149,1.0680059579,1.0250294852,1.795866264,1.0584370093
2012,1378,1.0559358808,0.9503863538,1.1419940866,0.9577428322,1.2556523302,1.1770540763,1.165080635,1.2122673242,1.1195727143,1.3248498031,0.9183602215,1.3781121576,1.0171314576
2012,1436,1.0981422556,1.010764144,1.4489023582,1.0123188534,1.5058100985,1.3323063612,1.2148940354,1.2084340726,1.5415691309,1.0453656421,1.2902033636,1.1154769128,0.9576601766
2012,1124,1.1547400204,1.0057103651,1.4504684678,1.0512281609,1.6203384882,1.276756143,1.2044377728,1.2300420532,1.2660680501,1.0212009445,1.3241394457,2.1958236107,0.9844292284
2012,1160,1.0324001442,0.9499852607,1.1163288523,0.9003250385,1.768453572,1.6386623332,1.3037583511,1.1572379055,1.1282793386,1.1234303268,1.2965464254,1.2377005125,0.9931972243
2012,1211,1.0972074848,0.9383999109,1.2601566751,0.9490708563,2.3718409325,1.9680051429,1.1880371604,1.3261024507,1.4102683897,1.1328820765,1.1680905905,1.6441076989,0.7686135199
2012,1231,1.1624728244,0.9814454568,1.2894597704,0.9146133635,1.5723999891,1.4011325418,1.2231726858,1.2718260915,1.4876177972,1.115792636,1.139995226,1.5285283083,0.8930175821
2012,1235,0.9993897269,0.9575058443,1.8607380794,1.3424933795,1.7356512468,1.6735120096,1.4307637345,1.1925116905,1.2202318755,1.1231970171,1.2266018396,1.5044557409,0.9220420359
2012,1243,1.2019137905,1.0760112857,1.2570692936,1.1218015658,1.238125591,1.1785006943,1.4188275366,1.1634339333,1.3639868218,0.9289831315,0.9305886318,2.646282283,0.9468659972
2012,1246,1.2893139087,0.9744188432,1.5991392993,0.9892285168,2.185751291,2.0254242517,1.1813707832,1.3984726315,1.3672425358,1.0056894376,1.949827559,3.4363814093,0.8215206087
2012,1257,1.1732237705,1.0242981856,1.6528907786,1.1471262288,2.0178999369,1.3336783762,1.0792826953,1.1275695123,1.4804210929,0.9828124148,1.4509713858,2.0452766148,0.9859609047
2012,1266,1.1440046471,1.0004798543,1.0688644405,0.9507484979,1.8677368321,1.6931900875,1.0127143955,1.1005451352,1.2612406317,0.8589279251,1.4514882621,1.3056214178,0.9189749546
2012,1293,1.1123753291,0.9685364525,2.1026487283,1.3143874505,1.5623878595,1.3407169577,0.9537302798,1.1679296446,1.3407030173,0.9140728722,1.6161097922,2.5935321717,0.9442373054
2012,1307,1.235144529,1.0113893692,1.6727582727,1.0802187868,1.871323325,1.718945761,1.268145228,1.2704303376,1.5383458237,1.0676302998,1.5060532759,2.2103872171,0.930338774
2012,1326,1.3517422035,1.1028016881,1.1385373426,0.8585726135,1.9547573119,1.959068372,1.7122949536,1.2293770415,1.6940787074,0.9344068259,2.3048478178,1.7967166557,0.9190221543
2012,1393,1.3043463118,1.0703391398,1.1443950841,0.9550382972,1.5573933839,1.4845649587,0.9472677332,1.0494572829,1.2475364139,0.6646702917,2.4498301723,3.6754726819,0.9107359202
2012,1433,1.1427140975,1.1598569306,2.1787305821,1.6246280324,1.2523640762,1.2280577185,1.3054354152,0.9068959377,1.3419287896,0.6709257465,2.3545518624,1.4500852174,1.0071095888
2012,1435,1.0542466326,0.9548915348,2.1252046351,1.3887449709,1.938885685,1.9554233298,1.1495196745,1.1681009858,1.3163592586,1.1099689966,1.0517571907,1.5684879199,0.9108671488
2012,1458,1.2274653676,1.0366849112,2.8888626611,2.0825735836,1.5811623014,1.5235913869,1.1880820211,1.1479441699,1.9873413626,0.9565185678,1.8685325841,1.8390155179,0.8962854858
2012,1153,1.1148072957,1.0813208653,1.67897671,1.2888650101,1.6618954955,1.4258421101,1.2642350622,1.0054899642,1.0853248064,0.8220489278,2.5087240502,2.4998939194,1.0115870878
2012,1166,1.1076866192,0.943826276,1.5243305103,1.178182724,1.7138436124,1.3702806161,1.081232614,1.4085280987,1.4346290885,1.5670482445,0.870687374,1.3798657207,0.939861683
2012,1196,1.1364008345,1.0464186408,2.1363878779,1.5893644441,1.8148770173,1.3529603484,1.1976179012,1.1016662135,1.3635288664,0.9289044109,1.7899620214,1.5591178294,0.9448148177
2012,1199,1.2139661769,1.0000048497,1.2401852148,0.8937841461,1.1987667973,1.1900717842,1.0875706785,1.2536032532,1.2910511914,1.1415494604,1.2367323848,3.2962012408,1.0583809015
2012,1207,1.2148585854,0.9942112779,1.46079205,0.9701057261,1.4117599812,1.2681753689,1.1047114695,1.3231068778,1.3002228304,1.0702856092,1.3405187108,2.3934753838,0.978660114
2012,1242,1.3123079961,1.0079172554,1.440954202,1.1602505388,1.3938351495,1.4152832888,1.2836354467,1.2999737925,1.6953257415,1.0271593998,1.4782190682,2.5484975655,0.9916469412
2012,1250,1.1428376682,1.0565564943,1.6892009508,1.25027728,1.8588747625,1.4195237865,1.288330477,1.0911135408,1.102067409,0.8291487246,1.7779397905,1.2222194382,0.9794457136
2012,1277,1.3042791151,1.0231855854,1.1534000773,0.8427124303,1.4596323844,1.3575960886,1.5346273784,1.3820792416,1.5649489049,1.0846360288,1.2864781857,2.3972871726,0.9788359233
2012,1301,1.1360497511,1.0064804073,1.2074171197,0.8480109538,1.2782930637,1.2136431047,1.2410329841,1.2042334345,1.6388162087,1.1198444195,1.2195971572,1.7325428926,0.9939525605
2012,1313,1.0599539978,0.9451023655,1.2303387447,0.9620471958,1.2813752974,1.2230274509,1.0272294239,1.1691920547,1.151214082,1.1815612731,1.1206883606,2.1590088283,0.9954473909
2012,1314,1.2208478151,1.031092365,0.9149191114,0.711870826,2.5533518052,2.2657018877,1.6336024049,1.3178937542,1.6019958304,1.0649531001,1.5186651216,2.4590746858,0.7401341421
2012,1325,1.1851618469,1.1550705316,1.6184465334,1.3333595358,1.1126950458,1.1647935197,1.4138131456,0.95315244,1.2936025258,0.7614226289,1.8803244856,1.0829015742,1.0655146456
2012,1345,1.1766964772,1.1069217576,1.5845566335,1.3222851806,1.4798315558,1.4583718772,1.3376935621,0.9644195981,1.3021997311,0.7127983654,2.6214438187,1.6905612496,1.0437435882
2012,1387,1.2817390052,1.1022216246,2.5031170148,1.6445091423,1.2337714219,1.2053798105,1.2880996657,1.0906314662,2.028153578,0.7905309218,1.824130737,1.0450036426,0.9807161393
2012,1462,1.1245521837,0.9743413086,1.0328866,0.7224730642,1.1273532626,1.2147324652,1.2007272342,1.1287348031,1.0950311561,1.0688963812,1.1032307605,1.6132778837,0.9950503372
2012,1233,1.1823149868,1.0468312179,1.2102257083,1.0166552288,1.2736857451,1.2144741943,1.0775967113,1.1058113176,1.5855554724,0.8372345007,1.9913191287,1.0997775532,0.9771653091
2012,1290,1.0501864521,1.1140290758,1.6726642575,1.4147902201,1.1189346852,1.077577571,1.4983958612,0.9496407518,1.2983158592,0.9470354768,1.999575082,0.8699548007,1.2083884738
2012,1143,1.2126305334,0.999171292,1.0885559214,0.8082473673,1.7074458582,1.5727884061,1.2723007138,1.2266739492,1.745851702,1.0345203318,1.4646063015,1.7391620256,0.8318860092
2012,1249,1.0776594313,1.0566756441,1.153862416,0.9499217186,1.6138820944,1.3924139987,1.5525075645,1.1165211351,1.1502074451,0.9001318604,1.809624589,1.6947783221,0.9608003103
2012,1355,1.0874313467,1.0137072801,1.7254653856,1.308403074,1.6552779543,1.5394714877,1.2682508377,1.0708946387,1.3312040522,0.8736217928,1.5640562198,1.0558261851,0.8628886938
2012,1424,1.1561223897,1.0119154774,1.8660747899,1.3579166456,1.376059037,1.2854658921,1.1964587776,1.1573376757,1.7004364115,0.98365114,1.4542751423,2.8385924856,0.9649948085
2012,1452,1.0669568572,1.0667910451,1.2619365935,1.1055232136,1.5300253365,1.5062983746,1.8205794735,1.1192361417,1.2752012595,1.0020745783,0.974227567,1.2522234332,0.8617005503
2012,1308,1.0933918883,0.9861270096,0.9317754494,0.824900059,1.7799407216,1.7191586866,1.56869101,1.2844948638,1.1691235671,1.0635028482,1.506014318,1.9477790577,0.8322148398
2012,1163,1.1342951345,0.9456014178,0.860408928,0.8492094025,1.4804736228,1.5929583132,1.0570983672,1.2596451077,1.2457738707,1.2309727516,1.0106148181,3.9187612072,0.8606727361
2012,1379,1.0571146666,1.1489609447,1.6055907784,1.2378569864,1.4456786494,1.2693996755,2.3340438426,0.9886039143,1.0485369522,0.7909734242,1.6309549152,0.8374887052,0.9574798582
2012,1172,1.1559461577,1.076891523,1.8152115966,1.7229067225,1.5280831863,1.483843014,1.6504855286,1.1847208135,1.3961735687,0.9958228335,1.4224904555,1.5468531449,1.079981512
2012,1161,1.0827830812,0.9786795815,0.9267516604,0.7508404962,1.39281787,1.2693831008,1.2432772511,1.1679938498,1.191657553,1.0922816016,1.1406734188,1.0600706605,1.0303060381
2012,1253,1.1109280481,0.9748371733,1.2230056153,1.0807147392,1.82683966,1.9102779168,1.1412373906,1.155346261,1.1942338103,0.9880013464,1.4592861901,1.5140158824,0.8238391125
2012,1259,1.0405911243,1.0478943938,1.2519164637,1.1668005356,1.406780504,1.2439130263,1.358217981,1.1478174616,1.1134561084,1.0104522107,1.9593291406,1.6147309065,1.0035132506
2012,1421,1.0158228526,0.9708285038,1.1000194778,1.0546583956,1.6667546859,1.4243264542,0.9195460631,1.1062505865,1.1324473757,0.8819939742,1.5228878853,1.0402325087,0.8447771634
2012,1455,1.2991777908,1.0263439215,1.6874256308,1.1303674979,1.6503963749,1.328603784,1.2500416357,1.3147396195,1.6294951448,1.0460100817,1.4751519167,2.1311354069,0.9746001777
2012,1217,1.115367869,0.9487355236,1.5080086984,1.2969925226,1.9102191036,1.8027783076,1.1180391179,1.3450908121,1.4918738797,1.1477505554,1.5192582173,2.3177460139,0.8571265532
2012,1285,1.1927123833,1.0148437747,1.5528197858,1.1617179844,1.2362310076,1.2057480443,0.8481413337,1.133173875,1.620274628,0.9227362483,1.4595001095,1.4173889745,1.0315904609
2012,1400,1.1388794399,1.0509733574,1.141287564,1.1670791768,1.9484846743,1.6854729212,1.3918690645,1.1409464693,1.2954050348,1.0093150019,1.6820909037,1.4968188572,0.9660742296
2012,1104,1.2196374872,1.0181489834,1.2009169623,0.9201253299,1.3150139762,1.1376732638,1.0559663884,1.1997302932,1.3263154113,1.0453275624,1.7461801669,1.5898690812,1.1842555039
2012,1438,1.2174529616,1.0071933351,1.4272740497,0.9598319765,1.6029291486,1.3395715134,1.3576683699,1.2094506616,1.7986895879,0.9651504626,1.28502056,1.8339648768,1.028543499
2012,1382,1.1055943915,0.9869443805,1.2416922283,0.9859110753,1.3134960116,1.1659515096,1.357286341,1.282090506,1.2922804554,1.2470715848,1.1529850733,2.5115401727,0.9832203788
2012,1125,1.2036191386,1.0299605751,2.2107381911,1.466114642,1.4362629748,1.2154590608,1.1339305767,1.1809233201,1.5225203101,0.9047671614,1.3948585034,0.8578260902,0.9848451889
2012,1178,1.0659348831,1.0595865744,0.7928382276,0.8725599155,1.3308548222,1.2615748274,1.3166020378,1.0450849791,1.0381725438,0.8917562381,1.51063303,2.3020904226,1.0031939918
2012,1181,1.0514120885,0.9662460632,2.626414943,1.7004312843,1.5246660412,1.4805739072,1.2755707789,1.1502050788,1.2596779199,0.9764840778,1.3177461665,2.322620657,0.8880897502
2012,1254,0.9042096268,0.8508087538,1.406109753,1.0543057638,2.357872247,2.2229086297,0.9570540176,1.2596740939,1.0118192489,1.227290208,0.9126722559,1.4881359904,0.6883649857
2012,1361,1.1279156299,0.995418679,1.3333262329,0.9045800534,2.1736848811,1.7321241518,1.3593754009,1.1734946523,1.1198943804,1.0952294077,1.3270870228,1.2154736564,0.9260282678
2012,1281,1.1741401728,1.0049522789,1.6202077132,1.3827221504,1.9941230225,1.6309718111,1.0600377454,1.1588578736,1.4276532074,0.7543594554,1.7548958278,1.6775883236,0.7804334874
2012,1276,1.0768774931,1.0045051349,1.5368751555,1.4451753127,1.3057333337,1.1674495635,1.002691888,1.056855517,1.3032113475,0.9620884658,1.2833829907,1.2902615177,1.0283122777
2012,1388,1.1155842485,1.0171819059,1.8572007367,1.5642085997,1.7569154209,1.5024959667,1.5155649981,1.2671105069,1.4520287817,1.1120579861,1.761434181,1.7013232208,0.8793152094
2012,1396,1.0967351758,1.0016376536,1.6873275229,1.1445046596,1.2318585554,1.180353336,1.0758060905,1.1255576211,1.3729015313,0.9742027776,1.7160655215,1.6170849853,1.0842213521
2012,1272,1.2902883149,0.9901880928,1.3990602492,0.9286326684,1.2596584103,1.1646513316,1.0204320989,1.2699270454,1.5282519053,1.0246335327,1.7103017371,2.5432539272,1.0525905034
2012,1323,1.0074103069,0.9465429631,1.9963276687,1.3209561217,2.2812585578,1.9501475067,1.0027241846,1.0879401403,1.2819754074,1.0202445941,1.3108644128,2.1110209197,0.8041693886
2013,1299,1.0715710641,0.999447019,1.291526877,1.0117663981,1.1757760447,1.1274245344,1.1186005537,1.0711265996,1.0914336947,0.9909594043,1.5529009146,1.9755072002,1.0682631157
2013,1388,1.2722503763,1.0759117184,1.9961045852,1.689280921,1.2801657333,1.2217257738,1.893804409,1.3075005538,1.5468810547,1.0821943643,1.1032522691,1.5397261659,1.0415076254
2013,1241,1.0718303777,1.050118552,1.117394927,1.0329481252,1.1559011164,1.0623817791,1.2148056573,0.9657632808,1.0698537585,0.8411336015,2.047431362,2.0996500084,1.036578824
2013,1247,1.0282645373,1.0345661232,2.5199248464,1.6558508998,1.4203065849,1.3190406365,1.0331898081,0.9344218843,1.2465609768,0.8106258022,1.6305787687,1.3442167918,0.9956722089
2013,1112,1.1342326883,1.0283879487,1.6881481872,1.3674534133,1.5057852484,1.4033571605,1.4752830986,1.2467457827,1.4761328829,1.0187821325,1.4229588557,2.0812940924,0.9486070746
2013,1139,1.1029954933,1.0175117752,1.5432002868,1.4642485372,1.2069614409,1.2030471269,1.6734941913,1.2781362163,1.2799885721,1.3120049786,1.2781057866,1.143017017,1.0180338289
2013,1143,1.1187092952,0.988687049,0.8949547855,0.8783414866,1.326284074,1.198576412,1.1671421664,1.2373130272,1.2825178729,1.2459021611,1.1690136824,2.1735406452,1.0736822375
2013,1161,1.1609555234,1.0877653853,0.8765617134,0.8265189552,1.6697204662,1.5067765936,2.3693518923,1.3194183345,1.6763258768,1.0878285074,1.3232205572,0.8894961022,0.8630481421
