Season,TeamID,FGMR,FGAR,FGMR3,FGAR3,FTMR,FTAR,ORR,DRR,AstR,TOR,StlR,BlkR,PFR,PIE,FG_PCT,TURNOVER_RATE,OFF_REB_PCT,FT_RATE,4FACTOR,OFF_EFF,DEF_EFF,ASSIST_RATIO,DEF_REB_PCT,FT_PCT,WINPCT
2011,1180,1.1479501,1.0587329003,1.3181087618,0.9405583842,1.4554752333,1.3915396546,2.023782072,1.2694212335,1.3531644039,1.3130398815,1.0768256706,0.7980792029,1.0640132032,0.5294082138,0.4603371335,0.155986,0.3785346075,0.4153656496,0.3611431223,1.0586973515,0.985047545,0.126498975,0.7677861164,0.6116147017,0.6774193548
2011,1194,1.0558729934,1.0156830629,1.1891069562,1.1988085057,1.0159162616,1.052934806,1.1211521838,0.9882618634,1.2961513772,0.9439795203,1.4316352076,1.8923392902,1.0106105747,0.5231360312,0.4902944535,0.1524058517,0.3215347061,0.4070137827,0.359578253,1.089515173,1.0765670473,0.1347488029,0.6514110487,0.6420307409,0.6551724138
2011,1196,1.1291362651,1.0155282392,1.3719520349,1.0863274776,1.8105478175,1.5111233516,1.4143277101,1.1938073103,1.305587804,1.1182826434,1.3121300393,1.5126965235,0.8111979044,0.6010977627,0.5171757722,0.1613843979,0.3801824839,0.3653771243,0.3780594738,1.1513959022,1.0173741429,0.149637694,0.7052530018,0.6542830413,0.7878787879
2011,1199,1.2080623219,1.0156650454,1.1629120537,0.9512634042,1.257495496,1.2428731004,1.3117114362,1.2327340015,1.2410763657,1.1162600897,1.3750434274,2.5055988484,1.0162294449,0.6059697969,0.491372072,0.1985464432,0.3526673061,0.3826525225,0.3741167792,1.0387562149,0.9410732364,0.1313847434,0.6956659212,0.6516552013,0.6774193548
2011,1205,0.9816158621,1.0655602821,1.4556875202,1.3187202182,0.911520704,0.9064425136,1.5015770654,0.9539463097,0.8208295868,1.0943410822,1.1250749491,0.9808951405,1.1966992807,0.402918466,0.4692741376,0.1952068503,0.3080626855,0.3206013375,0.3462141054,0.978043128,1.0819962994,0.1162482469,0.7153361304,0.6467180198,0.3
2011,1207,1.110471073,0.9672374886,1.7479609144,1.3044256542,1.085724498,0.9980240031,0.9751183705,1.2523798614,1.3361538831,1.2573842838,1.0744942565,1.7459723353,1.1431628868,0.5453717547,0.5419095098,0.1806868543,0.3349052859,0.3441912701,0.3805452652,1.1399193153,1.0676259694,0.1645515133,0.6783008397,0.7212067691,0.6774193548
2011,1208,1.1551263621,0.9936570516,0.9798638072,0.8002503042,1.2410690001,1.1779031011,1.4025355889,1.2448970399,1.8668465945,1.1963832085,1.2321736777,2.6052048237,1.0175613382,0.6016950921,0.4961661892,0.1721264277,0.3657653881,0.3767880539,0.3711693683,1.0971461743,1.0217937535,0.1632151815,0.6878260157,0.6992298664,0.65625
2011,1210,1.1243560493,1.187675862,1.554002546,1.3554838854,1.1350455602,1.01585924,1.6291977042,0.9315531134,1.1473269363,0.920326386,1.9983129281,2.0680257506,1.2006203301,0.5243811044,0.4582213656,0.1673193811,0.333328856,0.3248966449,0.3405186595,1.0229664597,1.0162520023,0.1367073592,0.710646121,0.687808351,0.4193548387
2011,1211,1.2440730445,1.0097515228,0.9168198351,0.8474549234,1.9002949881,1.387598956,1.415562367,1.2908104944,1.643792348,0.9981429291,1.3728884151,1.7960565439,0.9367405611,0.6564626865,0.522302199,0.1707605169,0.3523490706,0.429846735,0.3865578332,1.1623401315,1.0006874987,0.1560857258,0.7113301468,0.7570126423,0.71875
2011,1218,1.0426104014,0.9088463432,1.0793284431,0.9003714445,1.3491163731,1.1832942566,0.9306030538,1.2336096741,1.082715063,1.2694294358,1.0848183586,2.0863930116,1.0148780045,0.5367677538,0.5153187059,0.2047974374,0.3150032172,0.4396190553,0.3862703434,1.052498494,1.0369745,0.1319728518,0.6745818455,0.6885305941,0.5862068966
2011,1222,0.9760410948,0.9157573738,1.1780629781,0.9188918932,1.1730599981,1.1045245189,0.7983898899,1.0622251971,1.1457595611,1.2920713961,0.9671806546,1.7561850301,1.0729269251,0.4747267661,0.5140619073,0.2011131516,0.3043585579,0.4206565788,0.3798732492,1.0486579542,1.1040532395,0.1422429904,0.6357633094,0.6702722881,0.3571428571
2011,1224,0.8484349054,1.0051298003,1.1049579891,0.8800998609,1.0242817233,1.0481480825,1.248069701,0.9323289873,0.6679445135,1.2083159697,1.1830195147,0.7267878307,1.0248455199,0.1709687805,0.4291634382,0.2017529349,0.3551283343,0.4433102143,0.359625808,0.9347764611,1.1195575533,0.1052443989,0.6520208452,0.622843775,0.2
2011,1231,1.1570091921,1.0681635721,1.1080986893,1.0504366081,0.9444955064,0.8785069226,1.2413925338,1.0899061571,1.1622584061,1.1258883197,1.0713739888,1.1002360928,1.1599865566,0.5168691692,0.5197420118,0.1717372918,0.3219580512,0.3746243782,0.3714163946,1.117211028,1.1072063088,0.1363944126,0.6945584424,0.7392509356,0.375
2011,1232,1.1101970717,1.0176806844,1.4029754627,1.1837253656,0.9469524005,0.9403130027,1.0694499683,1.0777729783,1.1829635589,1.208708281,1.3773183703,2.1815029552,1.0529744143,0.5247214533,0.4912291937,0.1846204173,0.3087194827,0.3978808619,0.3640728077,1.0605173672,1.0386739074,0.1399955024,0.6991244883,0.7120189651,0.59375
2011,1235,1.1325206428,1.0298486365,1.5993178779,1.2655529779,1.2447427842,1.0761337326,0.9400943825,1.0240184883,1.2525402955,0.9531173086,1.2973052887,1.2489295997,1.0197767348,0.5462842374,0.5090787049,0.152416301,0.2931400055,0.2671762388,0.3404399941,1.1013333677,1.0334126902,0.1543958123,0.6719101011,0.7029270886,0.5
2011,1236,1.1014494674,1.0932494802,2.0605561148,1.5550668175,0.9378895871,0.8650800853,1.293135855,1.004620531,1.4554669136,0.9490414308,1.0160205887,1.0565941796,1.1935331068,0.5076497316,0.5260941899,0.160757054,0.2816831181,0.3655654841,0.3617983857,1.1398279872,1.0966543516,0.1554968625,0.7186720685,0.7747901726,0.5862068966
2011,1242,1.3402511353,1.012974423,1.9310146475,1.0689162132,1.5138455385,1.5918115293,1.329206787,1.4145851101,1.9085982847,1.0438613308,1.792379057,1.9169969749,0.921928862,0.6826962406,0.5770674414,0.1648785406,0.368996017,0.4157304449,0.4082053818,1.2316347928,0.9769425115,0.1789555807,0.7221840073,0.6799262936,0.9411764706
2011,1243,1.1462916348,1.1027653275,1.7116761378,1.4221540666,1.1495767907,1.1180919182,1.6896728194,1.1877396091,1.9455671343,1.0269507096,1.2638701077,1.6504985542,0.9556578814,0.5579093458,0.4950935028,0.1805046426,0.4112983074,0.438189624,0.3911516668,1.1079293979,1.0124141121,0.1417912799,0.6944098213,0.6508985421,0.6774193548
2011,1245,1.0746240215,1.0255383382,1.0314478525,0.9409083333,1.5824731259,1.4003238768,1.1288748011,1.0267261514,1.0789525605,0.9663641445,1.6677670166,1.4787135004,0.9846690846,0.5447603172,0.4798396989,0.1598831271,0.360854597,0.366471177,0.3590482573,1.0869284215,1.024734905,0.1431226161,0.6452420791,0.6741838635,0.6666666667
2011,1246,1.202740723,1.0099672821,1.7633832466,1.186443743,1.5757094041,1.3679411075,1.1739253715,1.2370263388,1.2392181687,0.9075026714,1.3802209241,2.5790418264,0.8911020191,0.6326405478,0.5254525744,0.1364531851,0.3521404134,0.3772788344,0.3713142339,1.2020582019,1.0038217351,0.1387167014,0.6964933988,0.7221762434,0.7575757576
2011,1247,1.0268454459,1.0192277675,1.0965576669,1.0077677113,1.0747523684,1.0294355638,1.3211281646,1.1057300395,1.0581631054,1.2852151102,1.1709881353,1.0433440158,1.0494790239,0.4922627389,0.5012062726,0.1787859691,0.3724857385,0.3347758656,0.3698925289,1.0969914085,1.1233807725,0.1466506901,0.655675015,0.7025281777,0.4545454545
2011,1254,1.008675725,0.9334254321,1.4665646978,1.003703475,2.3472500725,2.2586119133,1.2223058077,1.1850665291,1.0482348601,1.0724873231,1.2004191448,1.6248833382,0.7409314949,0.586868329,0.5251035864,0.1716714242,0.3781021267,0.5172924557,0.4061735843,1.1540302359,1.0330952279,0.1442627569,0.6824118061,0.6371480853,0.84375
2011,1260,1.0152224937,1.0427938449,1.3082994522,1.182297004,1.4396555374,1.2296390337,1.2864179088,1.0684596601,1.009405702,1.0315459816,1.0962343239,1.5946870017,0.9903731524,0.5144281718,0.4890017002,0.1646560734,0.3512929003,0.3758462104,0.36340021,1.109139747,1.0619768825,0.1373593237,0.6781966917,0.7388412111,0.5161290323
2011,1261,0.9918480269,0.9996051012,1.3681198714,1.1431005051,1.0257987531,1.0169718221,1.0190801945,1.0227786346,1.6762122905,1.1619525543,1.0760398288,1.095590345,1.0834044367,0.4602862319,0.4539115609,0.1875603588,0.3215699994,0.3925739415,0.3516548052,0.9860579309,1.0558194023,0.1269180323,0.6505565465,0.6553055106,0.34375
2011,1263,1.048446556,0.9414018147,0.9672370691,0.9775419546,1.8332185573,1.3780196337,0.9476672615,1.1180999066,1.0264843216,1.1895109494,1.1563378907,1.5477641707,1.0453357011,0.5285842708,0.5163012718,0.1715859069,0.3052847261,0.416499899,0.3729489156,1.1107375077,1.0890676508,0.1456035954,0.6793004819,0.700537303,0.4827586207
2011,1266,1.081083341,0.9908258531,0.8348607309,0.7929166637,2.0304876995,1.7791237356,1.170561315,1.1572892703,1.0948853491,0.9126026763,1.5666106583,1.37520011,0.8276164643,0.5729756122,0.5152422201,0.1498512676,0.3605491113,0.4587748159,0.3844857496,1.1710663143,1.0716274028,0.1621917411,0.6702942391,0.6934869086,0.5882352941
2011,1269,1.053076932,1.0405556478,1.0736418411,0.9369728184,1.0256960387,1.0158295103,1.2462521869,1.0418156248,0.9683300445,1.1591000244,1.099879005,1.1111284158,1.1312855678,0.4657609038,0.4456165636,0.169543183,0.3481541043,0.3823037354,0.3476088024,1.0136680178,1.049502193,0.1206867323,0.664877853,0.654840586,0.4827586207
2011,1272,1.1178359179,1.0041914175,1.343711717,1.096033047,1.1351534789,1.1090638225,1.0752454554,1.130616215,1.2694875454,1.089454714,1.3293259091,1.8781194929,1.1095865378,0.5464410661,0.5016542775,0.1874037791,0.3567579995,0.4038664631,0.3794442251,1.0863294449,1.028895455,0.1490737065,0.6546010018,0.6714517805,0.7352941176
2011,1274,1.0619745394,0.9935555314,1.3124922224,1.1661233842,1.1543746714,1.0934341363,1.4657738967,1.1623128231,0.9852463597,1.1986692329,1.2561089157,1.6193091023,0.998499186,0.5275085016,0.5195073713,0.1813503078,0.3495941732,0.3939891528,0.382157733,1.1293573094,1.0707348066,0.1295299342,0.6946772486,0.7210177676,0.5757575758
2011,1275,0.8948188728,0.9197983136,1.3882184256,1.253979012,1.3532037571,1.1863613114,0.9658199715,1.066116504,0.8981808119,1.3965893543,0.7155033616,1.3313013978,1.0117840159,0.4425836541,0.5026555869,0.1915730066,0.2908464122,0.3695540022,0.3625578692,1.0565564749,1.1290820567,0.128924984,0.6764457674,0.7111917194,0.4838709677
2011,1277,1.0598939585,1.0216766354,1.3685992851,1.1942754862,1.3807347632,1.1482376465,1.4176601623,1.1560817005,1.3855065759,1.2346363337,1.4127914633,2.4543630209,1.1534160273,0.5448968688,0.4877868828,0.1703076697,0.345236084,0.3735949317,0.3627781271,1.0778648929,1.0539840535,0.1592426778,0.7177124862,0.6852037566,0.5625
2011,1278,1.069599587,0.9420477973,0.6256040956,0.6734791812,1.4348645379,1.6341046143,1.2792690424,1.2414343546,1.096694216,1.3634634718,1.0947299758,2.8635084335,0.8598158805,0.558137407,0.5010394259,0.1723595723,0.3748381956,0.448319004,0.3857211531,1.1133353199,1.0865574016,0.1685838584,0.6895158203,0.6666890536,0.5483870968
2011,1279,1.127695803,1.0515206099,1.3950510504,1.2821607967,1.2291485998,1.0245285021,1.2819886918,1.1605160202,0.9757606551,1.0576842862,1.1160254741,2.7782968138,1.107516321,0.5310579229,0.5149235968,0.1597736264,0.3551592395,0.365608356,0.3717859466,1.1528726696,1.074387576,0.1320147499,0.6832300007,0.7541012464,0.6060606061
2011,1280,0.9467750157,0.8933950213,1.2973533623,1.0993002709,1.4867982763,1.3471452499,0.8635054674,1.1250944357,1.2230494667,1.3322347892,0.8995184628,2.0471760457,0.8859452984,0.5312878133,0.509355667,0.172786314,0.2899298125,0.3635580897,0.3594585212,1.084137929,1.0900838249,0.139975346,0.675451383,0.730772395,0.5483870968
2011,1283,1.0811155468,1.0515765724,1.8914764348,1.4802186013,1.529969219,1.4852448484,1.5890298564,1.0977949061,1.3405653484,1.010314613,1.2878327792,1.2224670079,0.9963579117,0.5542637059,0.521443133,0.1450547949,0.3222695865,0.3936053835,0.3683356768,1.1702744087,1.0526181395,0.152606295,0.7327375197,0.7289453185,0.7575757576
2011,1288,1.0452679656,1.0391669718,1.1390117495,0.9321219454,1.1479157234,1.1563825979,1.4762167261,1.0880754218,1.2505330907,1.1460580547,0.895730335,1.1933698056,1.0332092396,0.5042128504,0.4635766409,0.18842188,0.3643175164,0.4733926607,0.3764085287,1.0315600794,1.0291090519,0.1291029786,0.6922516636,0.6755520952,0.5483870968
2011,1301,1.0411345842,0.9832508015,1.3409229179,1.3605433687,1.2837235151,1.2257118565,1.1480431837,1.1018213966,1.3983035337,1.1861390984,1.082245055,1.3236827194,1.0505519157,0.5150906042,0.4812519842,0.1526577916,0.3543074298,0.3676422438,0.3566730641,1.0971414375,1.0951751714,0.1507569999,0.6523918441,0.6780675501,0.4838709677
2011,1304,1.2672804687,1.0032687625,0.8274570942,0.8235392852,1.7723824948,1.4521632251,1.0802080001,1.2363961946,1.3707171718,1.0781271134,1.2321359297,1.5930036644,1.0028708775,0.6069321768,0.5178195007,0.1811623224,0.2943249636,0.3585413637,0.3650645781,1.081487564,0.9688395442,0.1508479196,0.7332287306,0.6969558611,0.6129032258
2011,1308,0.9639556999,0.9658145973,1.0784152305,0.9202531383,1.4895334541,1.479256201,1.1649199057,1.0447394955,0.9998156475,1.0436340238,1.1147682225,1.7381431435,0.9154019969,0.5063995695,0.4987135004,0.1849393301,0.3209255491,0.5044882977,0.3855785872,1.0653535934,1.0790782897,0.131960136,0.672213513,0.6674014101,0.4516129032
2011,1314,1.132299018,0.9994707916,1.0878932055,0.7910207723,1.7684047611,1.6651739142,1.2890528142,1.2129662548,1.2818915681,1.0027810634,0.9385351457,2.4109284325,0.8253369407,0.5919110277,0.4900144059,0.1576898195,0.3696694449,0.3836316796,0.3669068581,1.112037885,0.9856830867,0.1485274022,0.7039831719,0.6566849451,0.7878787879
2011,1318,0.9621649232,1.0238280268,1.1511867225,1.1206916464,0.9930313191,0.9314509655,1.022341159,0.9083923627,1.0656284012,1.1256074524,1.3461072713,0.6883199046,1.1554599565,0.4455910821,0.5082871907,0.1725226592,0.3009925341,0.3672256246,0.3617278916,1.1029092012,1.1698037185,0.158274997,0.6448530358,0.7525566711,0.3548387097
2011,1321,1.061049589,1.0825983179,1.874391113,1.5843926358,1.7194746194,1.1802680302,1.101828525,0.895771474,1.4064041688,0.8355840672,1.7366341742,1.2286176406,1.0682414312,0.5181473686,0.5331139381,0.134184969,0.2618344459,0.3240614477,0.3477679238,1.1673681748,1.1180919328,0.1813450749,0.693618795,0.7162631092,0.5806451613
2011,1323,1.0747145272,0.9201456102,1.3849243442,1.1171861978,2.1940051449,2.0159140494,1.1070651613,1.2554030448,1.3245206129,1.1978243571,0.9952316207,1.6714461666,0.7674664991,0.6123430887,0.5406751031,0.1430120022,0.3359494986,0.4653903938,0.3890215006,1.2262291483,1.0635989893,0.1792737794,0.7034671253,0.7184939866,0.8125
2011,1326,1.2392775798,1.0477105342,1.5616825396,1.1243660199,2.8184201236,2.4232975562,1.3767401056,1.1775183795,1.46937274,0.7342320411,2.4019643679,1.5513826789,0.767143698,0.6767823084,0.5635111981,0.1355471689,0.3372724937,0.3971344086,0.3863159315,1.2544752641,0.9841375609,0.1699104547,0.7164228643,0.6919450691,0.9411764706
2011,1328,0.9863569659,0.9808832682,1.2861020395,1.131227802,1.0163992451,0.9615733223,0.9357711187,1.0245395823,1.1773517796,1.1092635372,0.9367156638,1.5634368443,1.0886108639,0.4776454263,0.5130938341,0.1875768115,0.2652808711,0.3691873081,0.360566007,1.0566784188,1.103235715,0.1458230328,0.6789236077,0.7324595388,0.4516129032
2011,1332,1.04883374,1.0944272265,1.1883950306,1.1273228768,1.5992526544,1.1714175815,1.1553749371,0.9063544345,1.1087295946,0.8288850114,1.939794897,0.8983869383,1.0763004939,0.4930929796,0.4781390515,0.1567196587,0.3046865966,0.3111889745,0.3380512008,1.0586570841,1.0669181874,0.1451921313,0.6789847182,0.736286275,0.46875
2011,1334,0.9794581914,0.9722815369,1.4873971428,1.3312967443,1.4289953903,1.3289160738,1.4029106634,1.0925030818,1.1522844838,1.1972672202,0.8785397482,1.2323794139,0.9178189471,0.5044607195,0.5083163475,0.1643823863,0.3024300307,0.3624977487,0.359282804,1.0948954236,1.0691974588,0.1584244041,0.7190063675,0.686991107,0.4827586207
2011,1336,1.0138365466,1.0076550718,1.091553722,1.0717556288,1.7529352988,1.5524072812,1.2260542899,1.1231022369,0.9138822549,1.1357863975,1.177807526,1.0440118274,0.9280731354,0.5117051889,0.5053500675,0.1529545015,0.3245268694,0.3233357701,0.3537843918,1.1102299178,1.0973297335,0.1498190545,0.6987963486,0.7423897036,0.5757575758
2011,1339,1.0794933507,0.9988737197,1.1541040446,0.9121121899,1.2943972532,1.1637388879,1.3012242571,1.2409792146,1.1682640384,1.2051055481,0.8839867956,1.181377453,0.945950632,0.5542477001,0.5379375293,0.1716143063,0.3414399292,0.345020069,0.3781195845,1.1562608179,1.1101212843,0.1550607416,0.7001225589,0.7377837527,0.6451612903
2011,1340,0.8813122672,0.9589545649,1.3832039011,1.2074119545,1.4849937463,1.3633024366,0.9608778955,0.8988264382,0.942571251,0.9974416986,1.3041944686,0.9224749719,0.9095374053,0.4670274772,0.4985967629,0.1592528807,0.2921907281,0.3855087644,0.3555163856,1.0979701222,1.1533699415,0.1389516081,0.6452812945,0.7245810412,0.4482758621
2011,1343,1.1070226628,1.0045897787,1.4746898914,1.2315873891,1.1696545019,1.1498858435,1.4310468155,1.1882495333,1.3386739357,1.0688868027,1.4174918575,1.5991039539,0.9904851142,0.5757916301,0.5228251282,0.1665049518,0.3111953136,0.3792969675,0.3698898971,1.1268911726,1.0339154517,0.1511558041,0.7356500862,0.7257043537,0.8
2011,1350,1.1503150653,0.9712192997,2.1898107823,1.2748332024,1.394981702,1.3140479906,0.8286381511,1.0702724826,1.4733293463,0.9032839141,1.8116594555,2.1554110056,0.9220782859,0.6225974021,0.5382134595,0.1476997843,0.2768626525,0.3483370642,0.35983342,1.1523846997,1.0007369726,0.1704060778,0.6691189064,0.7029091512,0.7941176471
2011,1355,1.1046283324,1.0906190861,1.9416789453,1.4969634249,1.2317679107,1.1671817526,1.416308296,0.9845792576,1.3901717773,0.844242494,1.5954397517,1.0331149425,0.9910981339,0.5577055377,0.5391748701,0.1233054766,0.3295136787,0.3569513219,0.3659417512,1.2400103212,1.1261500777,0.157507923,0.6893646054,0.7430151757,0.5862068966
2011,1362,0.9975377998,0.93714467,1.0912334503,0.9581505769,1.1472577428,1.1096635598,1.15625416,1.1124604283,1.0251283578,1.438467117,1.0177433662,1.1859211746,1.0601593476,0.4766590555,0.4927698965,0.1788210784,0.2975582865,0.3856616671,0.3591741355,1.0439055427,1.0736993141,0.1322039633,0.7184220524,0.6538057993,0.5172413793
2011,1363,0.9639403639,1.047817595,0.9978126539,0.8332874563,1.3184442136,1.0887894271,1.4787571405,0.9895839133,0.8944569359,1.0130741157,1.522071245,1.1046042569,0.9847820049,0.4793969159,0.4518991094,0.1362262839,0.3172749433,0.3848127816,0.3359931206,1.074999941,1.0933080206,0.1278776707,0.7096781558,0.7571083308,0.5161290323
