season,season_elo,team_id
2014,1273.2042623152897,1111
2015,1307.445196069325,1111
2016,1301.24008852035,1111
2017,1279.380903954572,1111
2018,1369.5383410184872,1111
1985,1600.691680038415,1112
1986,1675.9475714597934,1112
1987,1698.5761785536647,1112
1988,1855.3198087008093,1112
1989,1945.2664641865072,1112
1990,1949.2813952545177,1112
1991,1932.3515758557362,1112
1992,1943.9588590871535,1112
1993,1966.0396121081083,1112
1994,1974.4714374695166,1112
1995,1958.7258067250086,1112
1996,1939.6377486797498,1112
1997,1914.6313907593396,1112
1998,2018.2292688753853,1112
1999,1981.9968018645436,1112
2000,1975.41045627587,1112
2001,2014.3734901667099,1112
2002,1970.9893692942844,1112
2003,2039.1715845939518,1112
2004,1957.3129005901324,1112
2005,1964.398729496263,1112
2006,1889.984285713005,1112
2007,1863.4929292912652,1112
2008,1832.7914907292372,1112
2009,1822.4449349709841,1112
2010,1771.9855119409744,1112
2011,1848.2578388370657,1112
2012,1853.4323754808606,1112
2013,1872.0743029302662,1112
2014,1965.119280428526,1112
2015,2056.6739767844097,1112
2016,2014.945056968299,1112
2017,2041.9208261463998,1112
2018,2010.5982367449149,1112
1985,1450.5334455093982,1113
1986,1460.4316060972671,1113
1987,1465.8842348398418,1113
1988,1460.1967762621591,1113
1989,1447.4680851800706,1113
1990,1492.3653591147508,1113
1991,1627.9506948848616,1113
1992,1619.4795195198274,1113
1993,1679.0297738239444,1113
1994,1682.4726441947844,1113
1995,1761.2526790587926,1113
1996,1627.8608872441787,1113
1997,1524.4230137658806,1113
1998,1600.3812554996998,1113
1999,1604.4442426006954,1113
2000,1697.617320493661,1113
2001,1683.2995844547502,1113
2002,1681.51291822788,1113
2003,1775.7802012464424,1113
2004,1656.2920007911137,1113
2005,1698.7218071410095,1113
2006,1616.32052941261,1113
2007,1546.6726218567603,1113
2008,1689.129332112565,1113
2009,1824.4701800218595,1113
2010,1825.3795115775538,1113
2011,1682.646990842328,1113
2012,1567.8469861228416,1113
2013,1635.2152756869516,1113
2014,1717.8386512243871,1113
2015,1726.3583934303501,1113
2016,1684.4930183241877,1113
2017,1647.6044392387466,1113
2018,1739.417972098227,1113
1985,1547.1995695845928,1114
1986,1606.3427183084655,1114
1987,1582.796003407176,1114
1988,1613.6370415363724,1114
1989,1684.7630597083933,1114
1990,1657.2307008851114,1114
1991,1491.952165253315,1114
1992,1504.0676344962044,1114
1993,1517.6426790474695,1114
1994,1499.8771941525968,1114
1995,1562.1841036143844,1114
1996,1656.7873879863791,1114
1997,1601.1423770335819,1114
1998,1522.0445966682205,1114
1999,1466.3569495192748,1114
2000,1318.9613150229998,1114
2001,1439.2397888074308,1114
2002,1516.1949516910495,1114
2003,1520.6692835535814,1114
2004,1532.3961334484377,1114
2005,1545.772572927103,1114
2006,1485.5073854843952,1114
2007,1417.3995684351253,1114
2008,1471.703937247546,1114
2009,1554.0772349589915,1114
2010,1397.9298909094489,1114
2011,1451.3162799860281,1114
2012,1454.401051025022,1114
2013,1449.9859547999524,1114
2014,1422.0115119618904,1114
2015,1398.2373941215299,1114
2016,1599.8943717910922,1114
2017,1459.9577581816816,1114
2018,1325.9420461374216,1114
1999,1226.2039004610547,1115
2000,1166.0248514811967,1115
2001,1068.2247830088425,1115
2002,1012.6043337038828,1115
2003,1010.6405610070318,1115
2004,949.5635420196033,1115
2005,996.8887704077262,1115
2006,1146.9641594233829,1115
2007,1188.4474385817362,1115
2008,1197.914083614139,1115
2009,1242.8196070249417,1115
2010,1306.5178318062908,1115
2011,1175.6046717873994,1115
2012,1165.6343099648966,1115
2013,1251.534047491947,1115
2014,1196.220415075033,1115
2015,1194.5861524789996,1115
2016,1113.2449406003414,1115
2017,1047.1966739498291,1115
2018,1141.7285264102666,1115
1985,1584.8185975331078,1116
1986,1508.145081518133,1116
1987,1573.0424948551001,1116
1988,1673.4527020203209,1116
1989,1768.3636602462777,1116
1990,1840.8225416996331,1116
1991,1937.5728075319955,1116
1992,1934.7080043087724,1116
1993,1877.7269374022628,1116
1994,1941.8427891401423,1116
1995,1919.5277130423822,1116
1996,1809.1167557587032,1116
1997,1751.822903367774,1116
1998,1807.377679429901,1116
1999,1816.0440710931207,1116
2000,1785.7374907860385,1116
2001,1800.6895348469743,1116
2002,1752.8079496024193,1116
2003,1635.9989587701996,1116
2004,1634.774202262059,1116
2005,1684.5843605800114,1116
2006,1801.781647764664,1116
2007,1812.4831406492938,1116
2008,1820.973552202925,1116
2009,1691.4957838810928,1116
2010,1644.0265762809966,1116
2011,1659.1810163933694,1116
2012,1631.4108643373343,1116
2013,1700.182390969793,1116
2014,1746.488385012026,1116
2015,1823.905123588176,1116
2016,1738.6038039484858,1116
2017,1809.0597974879568,1116
2018,1811.8081906290424,1116
1985,1462.7486721418238,1117
1986,1501.4458463968988,1117
1987,1579.7983847894086,1117
1988,1590.4154406328335,1117
1989,1631.4443739803435,1117
1990,1561.907642401331,1117
1991,1637.2092758781507,1117
1992,1622.387107548681,1117
1993,1633.82042327256,1117
1994,1587.6577292729867,1117
1995,1399.3213193336087,1117
1996,1383.5856944687184,1117
1997,1427.5130039107846,1117
1998,1550.008838004383,1117
1999,1641.3403331991287,1117
2000,1521.1397609544736,1117
2001,1465.6754994002704,1117
2002,1461.592525027993,1117
2003,1462.037804409915,1117
2004,1490.856697109576,1117
2005,1479.1405141895102,1117
2006,1448.4281674705212,1117
2007,1477.3877668990472,1117
2008,1382.7257188672277,1117
2009,1364.0172916823908,1117
2010,1442.592536405488,1117
2011,1469.4219702284825,1117
2012,1445.7634980724874,1117
2013,1510.8993523333706,1117
2014,1505.620489996667,1117
2015,1366.0247586188011,1117
2016,1309.4664863977844,1117
2017,1451.5214528738588,1117
2018,1341.970640826967,1117
1987,1313.381187610003,1118
1985,1511.3248035079605,1119
1986,1392.916469626953,1119
1987,1411.1543458469823,1119
1988,1332.7319913451956,1119
1989,1370.5442389196428,1119
1990,1334.965167097634,1119
1991,1238.0215223954058,1119
1992,1172.77501659435,1119
1993,1118.6177822675777,1119
1994,1136.5447221211718,1119
1995,1154.9331577100074,1119
1996,1098.2507074345722,1119
1997,1127.8310354465682,1119
1998,1090.4637055089545,1119
1999,1073.0535908473107,1119
2000,1041.2128317263023,1119
2001,1079.1717274714433,1119
2002,1154.5171038792746,1119
2003,1063.7392959952442,1119
2004,1013.6902630103019,1119
2005,958.5712767379831,1119
2006,944.4393847285027,1119
2007,1117.9980397532536,1119
2008,1250.8893092742733,1119
2009,1286.6620369803118,1119
2010,1273.6774985358284,1119
2011,1228.1298196294479,1119
2012,1236.978726747717,1119
2013,1357.6378344762757,1119
2014,1370.8275227432637,1119
2015,1346.918637438673,1119
2016,1374.4101799977216,1119
2017,1344.4732944019156,1119
2018,1315.995243503063,1119
1985,1565.5796742684527,1120
1986,1641.5543695298475,1120
1987,1667.7858272879264,1120
1988,1691.5020844771593,1120
1989,1534.8927483925277,1120
1990,1553.1052976676567,1120
1991,1541.5231102305183,1120
1992,1577.6645481469286,1120
1993,1656.3955059620623,1120
1994,1651.9109522882982,1120
1995,1673.998298978534,1120
1996,1663.5369735890556,1120
1997,1622.8915848226895,1120
1998,1639.4998412000357,1120
1999,1863.6870553672286,1120
2000,1835.7423002547798,1120
2001,1774.0247688894754,1120
2002,1690.214224606288,1120
2003,1722.966680677882,1120
2004,1711.0135372136883,1120
2005,1646.6445888812784,1120
2006,1626.8247646392974,1120
2007,1651.0379710994146,1120
2008,1626.5162458634832,1120
2009,1761.6894144620596,1120
2010,1678.2027172940514,1120
2011,1563.7637954063623,1120
2012,1570.7936839492238,1120
2013,1518.1293618887053,1120
2014,1550.4250042870478,1120
2015,1571.3729519540059,1120
2016,1531.3416733934368,1120
2017,1631.6744130618913,1120
2018,1805.003942655104,1120
1985,1364.7981969642133,1121
1986,1342.6387472956155,1121
1987,1264.975761258912,1121
1988,1258.7291050207427,1121
1989,1203.0781216993973,1121
1990,1185.982366920492,1121
1991,1302.0783321496579,1121
1985,1383.4204127249843,1122
1986,1419.070080366274,1122
1987,1524.0732656689806,1122
1988,1551.494564247637,1122
1989,1567.0824087675371,1122
1990,1478.4922473491667,1122
1991,1480.6915630835856,1122
1992,1395.2773645056207,1122
1993,1323.140595486291,1122
1994,1338.7690167313335,1122
1995,1375.8946412398009,1122
1996,1517.9859957476344,1122
1997,1500.6788592356813,1122
1998,1460.9661529975806,1122
1999,1407.7158145155468,1122
2000,1475.4188079818211,1122
2001,1512.3561616523898,1122
2002,1445.2057409029783,1122
2003,1527.9605387600707,1122
2004,1585.5274149244988,1122
2005,1483.9768722128097,1122
2006,1483.321326136917,1122
2007,1521.3985565356386,1122
2008,1566.553227264659,1122
2009,1506.1007956539395,1122
2010,1462.561836440217,1122
2011,1485.307203588778,1122
2012,1418.4246707782618,1122
2013,1270.7854342535682,1122
2014,1249.9350383042788,1122
2015,1209.1460435813499,1122
2016,1344.4959231163457,1122
2017,1307.5991740606646,1122
2018,1391.9799101611152,1122
1985,1497.4496172142872,1123
1986,1584.9560413699294,1123
1987,1467.8832644281802,1123
1988,1430.0408138636697,1123
1989,1637.1750930727737,1123
1990,1702.1353900640136,1123
1991,1655.325224006046,1123
1992,1667.7200939367287,1123
1993,1681.5498022752638,1123
1994,1608.9889737426704,1123
1995,1633.8138813662013,1123
1996,1608.268448186793,1123
1997,1559.3626598996186,1123
1998,1641.4429961728101,1123
1999,1598.18847241962,1123
2000,1662.6074625605218,1123
2001,1639.0786307921906,1123
2002,1672.5494080152373,1123
2003,1562.8979809808866,1123
2004,1546.2799560428377,1123
2005,1575.5247293614555,1123
2006,1499.3328086187717,1123
2007,1434.0726064231158,1123
2008,1363.6347200964647,1123
2009,1401.1034143296108,1123
2010,1413.7007806199422,1123
2011,1480.5518330416655,1123
2012,1454.8814845805853,1123
2013,1443.5572231657902,1123
2014,1325.5627232277166,1123
2015,1272.0528196841483,1123
2016,1425.5149233545012,1123
2017,1514.469729659477,1123
2018,1543.2289974405824,1123
1985,1431.159848392877,1124
1986,1390.9125965663036,1124
1987,1493.5437773772667,1124
1988,1623.910417646092,1124
1989,1382.5089250937692,1124
1990,1483.3969236912862,1124
1991,1477.399763261722,1124
1992,1494.821386961927,1124
1993,1528.9827911690268,1124
1994,1543.2246003159867,1124
1995,1433.48057543801,1124
1996,1411.8671975038903,1124
1997,1543.0031493099425,1124
1998,1590.109467983523,1124
1999,1446.5504211689183,1124
2000,1472.070449870334,1124
2001,1597.6539246601706,1124
2002,1563.7076197457586,1124
2003,1579.6951193118837,1124
2004,1479.9180341802785,1124
2005,1417.2398484676214,1124
2006,1475.1517162798937,1124
2007,1533.4692202293688,1124
2008,1666.6294122965223,1124
2009,1725.8200750449557,1124
2010,1861.7908101271557,1124
2011,1778.5069033775844,1124
2012,1905.0697479369476,1124
2013,1876.313606653744,1124
2014,1886.2699683585065,1124
2015,1925.8899810892499,1124
2016,1886.3902173004024,1124
2017,1954.218532356121,1124
2018,1880.17931651714,1124
2000,1338.836818451202,1125
2001,1345.167020307374,1125
2002,1306.8888276090693,1125
2003,1410.2483714535492,1125
2004,1502.3268542806643,1125
2005,1452.6600444309565,1125
2006,1514.8270074740371,1125
2007,1574.3524477168035,1125
2008,1614.6071451731748,1125
2009,1546.8491200991903,1125
2010,1538.6513704334184,1125
2011,1694.420494392379,1125
2012,1728.7243328580978,1125
2013,1770.174896653469,1125
2014,1718.563674542346,1125
2015,1664.4226985669775,1125
2016,1609.563398167996,1125
2017,1634.9435103885664,1125
2018,1629.844288327239,1125
1985,1349.0870204736045,1126
1986,1274.7137283951172,1126
1987,1275.167483336493,1126
1988,1264.928990425628,1126
1989,1308.762388619805,1126
1990,1278.4089888735546,1126
1991,1169.4873939401348,1126
1992,1099.0691493922534,1126
1993,1070.793274359451,1126
1994,1139.6176772215404,1126
1995,1221.9377164125597,1126
1996,1218.785521502414,1126
1997,1242.6930527822851,1126
1998,1078.8989339137797,1126
1999,1171.801460176753,1126
2000,1280.7529607794133,1126
2001,1165.7752957802397,1126
2002,1186.2387447281717,1126
2003,1153.0313252493456,1126
2004,1109.7781075315274,1126
2005,1151.3967899946686,1126
2006,1219.3125943484533,1126
2007,1147.1522746407056,1126
2008,1132.0249867244033,1126
2009,1211.8117356933865,1126
2010,1222.6078627705683,1126
2011,1277.6997642220754,1126
2012,1298.7674934869876,1126
2013,1268.7437424732789,1126
2014,1162.1093861269453,1126
2015,1143.3253307373702,1126
2016,1181.4965267499074,1126
2017,1135.8567786542244,1126
2018,1243.6343215130303,1126
2002,1315.4519301309854,1127
2003,1346.3942238682805,1127
2004,1331.1652823880374,1127
2005,1342.9140152202137,1127
2006,1395.046315726102,1127
2007,1366.1676829147927,1127
2008,1361.4077964153125,1127
2009,1462.9962628965543,1127
2010,1380.3495173011586,1127
2011,1273.708853166914,1127
2012,1106.4407874572819,1127
2013,1020.5943657866236,1127
2014,1055.6173198833167,1127
2015,1072.0089324440994,1127
2016,1132.21132481255,1127
2017,1160.735388965032,1127
2018,1190.070003790755,1127
2003,1472.5104378355154,1128
2004,1486.4086006827101,1128
2005,1415.719691047773,1128
2006,1412.9327927595643,1128
1985,1487.5835491939392,1129
1986,1439.6253520091832,1129
1987,1558.118436635059,1129
1988,1672.0435734495904,1129
1989,1688.5199315855143,1129
1990,1474.726119861168,1129
1991,1522.2962022918716,1129
1992,1483.4330265994768,1129
1993,1559.151047617735,1129
1994,1535.838801158625,1129
1995,1531.1638503261997,1129
1996,1516.3152039434297,1129
1997,1558.7988108256968,1129
1998,1559.2714422588338,1129
1999,1640.0960957446337,1129
2000,1558.8937058349252,1129
2001,1543.183586376122,1129
2002,1512.7049065813192,1129
2003,1497.7876410339757,1129
2004,1642.2455555786696,1129
2005,1530.1348790866584,1129
2006,1513.006644493049,1129
2007,1552.725698482155,1129
2008,1646.074244548083,1129
2009,1601.5624018448052,1129
2010,1532.6460860774132,1129
2011,1613.750358318247,1129
2012,1551.7935449528784,1129
2013,1670.7037258057721,1129
2014,1694.9174783287635,1129
2015,1787.452830768262,1129
2016,1750.889760053918,1129
2017,1699.2409104593848,1129
2018,1761.5674547825524,1129
1985,1589.5707981646876,1130
1986,1543.4963565873197,1130
1987,1495.7999396501614,1130
1988,1566.507732102411,1130
1989,1572.9240885662784,1130
1990,1495.1058275254925,1130
1991,1508.0631250717174,1130
1992,1606.9359236966868,1130
1993,1683.4146524387593,1130
1994,1756.470187244964,1130
1995,1629.4730688224786,1130
1996,1714.5487620987485,1130
1997,1793.2287043613144,1130
1998,1709.3531392233808,1130
1999,1562.8121428538225,1130
2000,1566.5846706804277,1130
2001,1809.7585472610754,1130
2002,1778.7654476557848,1130
2003,1791.930933589469,1130
2004,1830.6525507881174,1130
2005,1869.4777240028031,1130
2006,1914.9164382341648,1130
2007,1840.240326472455,1130
2008,1722.8434156954465,1130
2009,1756.90936082187,1130
2010,1715.1372913891407,1130
2011,1762.9392313655144,1130
2012,1530.3655523541042,1130
2013,1611.3474241982358,1130
2014,1577.568811040244,1130
2015,1615.6266462662115,1130
2016,1489.9089809842756,1130
2017,1476.5970989572968,1130
2018,1623.41603569891,1130
1985,1538.7896218203769,1131
1986,1609.0510730447504,1131
1987,1608.9710243437282,1131
1988,1669.0622597800752,1131
1989,1666.6622646405576,1131
1990,1605.0933307192822,1131
1991,1433.4602111025138,1131
1992,1314.8246271071316,1131
1993,1223.0064959937818,1131
1994,1268.3784062045502,1131
1995,1377.203839910921,1131
1996,1478.35411421073,1131
1997,1611.1447414966917,1131
1998,1581.8469903005227,1131
1999,1409.4762096351626,1131
2000,1317.0684105920589,1131
2001,1375.384628625507,1131
2002,1453.136775157921,1131
2003,1500.9693250844277,1131
2004,1568.4382926619537,1131
2005,1556.27518885085,1131
2006,1458.629424451476,1131
2007,1417.230648789663,1131
2008,1383.3334774924158,1131
2009,1434.7231125505862,1131
2010,1499.4753066172434,1131
2011,1516.980988029592,1131
2012,1491.125271633137,1131
2013,1488.057176824708,1131
2014,1530.9331873436124,1131
2015,1433.551659786286,1131
2016,1437.2996927812815,1131
2017,1434.0818834328172,1131
2018,1393.4716963814496,1131
1985,1451.2958445295926,1132
1986,1348.6262692071239,1132
1987,1422.5853927202,1132
1988,1435.2856048542699,1132
1989,1419.9180881522798,1132
1990,1552.9538706891894,1132
1991,1595.6240012367562,1132
1992,1567.7799617130809,1132
1993,1515.1350739585757,1132
1994,1576.818044311166,1132
1995,1573.842379291707,1132
1996,1547.4484395619709,1132
1997,1657.8226013790238,1132
1998,1526.1031464154646,1132
1999,1606.3442317478725,1132
2000,1664.628412018353,1132
2001,1617.2833249590578,1132
2002,1699.423734765262,1132
2003,1568.4659188420962,1132
2004,1514.6093722679057,1132
2005,1542.1463549552186,1132
2006,1424.6866075044263,1132
2007,1394.9719394918966,1132
2008,1418.45362816362,1132
2009,1510.7435925106845,1132
2010,1485.5314559564204,1132
2011,1443.1674396247774,1132
2012,1528.3346883774998,1132
2013,1467.7621676533613,1132
2014,1430.004572262581,1132
2015,1530.4676532458557,1132
2016,1453.743236933596,1132
2017,1406.9432149296651,1132
2018,1413.8061919738782,1132
1985,1538.445200271562,1133
1986,1693.0157522789177,1133
1987,1674.6268505556143,1133
1988,1768.727313682236,1133
1989,1633.8928134943992,1133
1990,1516.3144541196014,1133
1991,1454.6684421348157,1133
1992,1357.69835814659,1133
1993,1451.8045649362787,1133
1994,1549.9211050901065,1133
1995,1613.615732510441,1133
1996,1690.3287285998858,1133
1997,1674.2288328149286,1133
1998,1625.2122494543128,1133
1999,1613.3843211201772,1133
2000,1602.2247852463627,1133
2001,1616.3046934668089,1133
2002,1496.6819135198205,1133
2003,1506.312205152539,1133
2004,1490.9575326566267,1133
2005,1491.1725714080108,1133
2006,1660.6919410609887,1133
2007,1703.3708061024654,1133
2008,1682.6261590025824,1133
2009,1662.573062279864,1133
2010,1658.0281393803123,1133
2011,1575.474006063622,1133
2012,1425.0722130943775,1133
2013,1485.1045547778613,1133
2014,1464.214576423474,1133
2015,1386.583045909975,1133
2016,1289.4557513305374,1133
2017,1383.01750939547,1133
2018,1503.6498887717764,1133
1985,1472.9996149448696,1134
1986,1348.2276993571488,1134
1987,1311.4935973469771,1134
1988,1254.1352451341966,1134
1989,1110.0864169787503,1134
1990,1041.0914487367286,1134
1991,1112.1272969013312,1134
1992,1091.4854308464887,1134
1985,1437.043504293779,1135
1986,1468.435855590456,1135
1987,1352.606910208134,1135
1988,1268.9083817379553,1135
1989,1226.9473377160475,1135
1990,1254.2337441987409,1135
1991,1280.751596399026,1135
1992,1284.6687069415902,1135
1993,1215.541515272342,1135
1994,1246.7620384507297,1135
1995,1338.305958382041,1135
1996,1314.5578214361788,1135
1997,1213.9714195556173,1135
1998,1154.518415990013,1135
1999,1097.261165394474,1135
2000,1127.310519593634,1135
2001,1273.3086484037003,1135
2002,1370.1948023273767,1135
2003,1470.6801570439732,1135
2004,1447.2382837316702,1135
2005,1357.1213348799874,1135
2006,1287.2880637722137,1135
2007,1292.739001695474,1135
2008,1446.796822362393,1135
2009,1325.2728602516754,1135
2010,1282.8911533943447,1135
2011,1283.9793298095667,1135
2012,1217.0945053404334,1135
2013,1304.2955015288521,1135
2014,1370.093892149839,1135
2015,1330.822628085253,1135
2016,1282.334546296781,1135
2017,1295.503885508953,1135
2018,1285.8985874882194,1135
2009,1296.1428947561678,1136
2010,1084.6611188612958,1136
2011,1120.0906743416533,1136
2012,1039.7604184343693,1136
