Season,TeamID,Seed,OrdinalRank,PIE,FG_PCT,TURNOVER_RATE,OFF_REB_PCT,FT_RATE,4FACTOR,OFF_EFF,DEF_EFF,ASSIST_RATIO,DEF_REB_PCT,FT_PCT,WINPCT
2003,1354,16,178,0.5205744502211197,0.5079740765678171,0.22838457389904107,0.3810711323560335,0.4843116397979046,0.4091467465427795,1.056603926148982,1.0300899138431359,0.1071717844904701,0.6299078876461477,0.6967087158865062,0.6666666666666666
2003,1400,1,4,0.6198060772532781,0.49582739457554537,0.1562383703075576,0.42301950605039046,0.3916062572362551,0.3807353902026239,1.1739428638053542,1.023366621695479,0.14204434939574168,0.6708893900395362,0.715642154951359,0.7857142857142857
2003,1196,2,15,0.6084903056983683,0.5545693698246339,0.1708648540330735,0.329387331937405,0.34132783938753064,0.3816206037337325,1.172949521130367,1.002374475327235,0.1710842150573626,0.6723855469092535,0.6967201649479569,0.7741935483870968
2003,1462,3,20,0.6312997657145518,0.5086096226473895,0.15778471890626927,0.39290741667389123,0.41731025869393,0.384068050924391,1.1732319090349437,0.9915093337593203,0.1625691923089952,0.6781718470366517,0.7346054223753207,0.8333333333333334
2003,1390,4,21,0.5717891390720669,0.5058352967095185,0.1754221554380605,0.3841151098277653,0.36492145500058953,0.377750897758964,1.1045754023828729,1.0261120977602303,0.15162979659785905,0.6949215836599851,0.6715156071327993,0.7419354838709677
2003,1163,5,28,0.5908284505948015,0.5242372118190725,0.1821666820865267,0.403977157121845,0.36327437792596506,0.39052314336252447,1.1416130644022555,1.0225339577112702,0.14859120197057973,0.6497984033157019,0.6698859424330407,0.7
2003,1268,6,37,0.6604889463340284,0.5195925288116141,0.1629634912284871,0.36905729833302875,0.35023256546179315,0.3749242288176422,1.143922111819148,0.948401794803396,0.1772231392374204,0.6551163898269701,0.6885938186817137,0.6785714285714286
2003,1277,7,31,0.6051597725338567,0.5015373608159884,0.1930662116184012,0.34321573814184053,0.44515866520083613,0.38429844463948926,1.0852866248762796,0.9831718750081828,0.1513092038930817,0.7255951034223762,0.714909136422828,0.6129032258064516
2003,1261,8,39,0.637248244565197,0.5493052624287601,0.17815667643579491,0.3327310540471877,0.3669513431149272,0.3858501863571294,1.1342008409490902,0.9757176996332959,0.1715789657086355,0.6850754269820094,0.6436643401184081,0.6774193548387096
2003,1345,9,30,0.5552096972798969,0.4813904157769108,0.17440693093154358,0.3068626314162872,0.4802671960150685,0.3695705047291679,1.0787300192357367,0.9854855565102094,0.131668886757337,0.689343457086456,0.7473583941260248,0.6428571428571429
2003,1160,10,46,0.56036951341009,0.48690178523239025,0.16278944263532819,0.38427004277620724,0.3986035844016792,0.37210262096728147,1.1074169223321182,1.0296964615763227,0.13315782272010784,0.6750548791275863,0.674697829012925,0.6451612903225806
2003,1423,11,51,0.6312680911247507,0.5240886312024629,0.15111365879033756,0.2991886423982384,0.3294623388535804,0.35667094648625436,1.1314110121210874,0.9417901069510497,0.1610336020224843,0.675507199041836,0.674932246806919,0.8
2003,1140,12,19,0.6363183134888439,0.5326766733400736,0.18179560021451185,0.3434697453036817,0.48148291308897534,0.39943595541374005,1.1592870951239826,1.013421001001431,0.149567220514527,0.7003738269359515,0.7532529183785008,0.7419354838709677
2003,1360,13,82,0.5557147635831393,0.5376612673539682,0.21775254776248926,0.3429197330040803,0.5018405835005549,0.4133626780081089,1.0815504707899792,1.0364999655055884,0.16277465836509403,0.7000875988195974,0.6570497041165249,0.6071428571428571
2003,1407,14,66,0.573481480399787,0.5063144730284186,0.15635153807464364,0.3754892544002785,0.31191275808707664,0.3634984383231455,1.1390236368162165,1.0158459960664579,0.14487620549672764,0.6515790146159269,0.6843740723253909,0.8333333333333334
2003,1358,15,91,0.589767048513381,0.5202784550647428,0.19645240513068685,0.3268789291289994,0.4528989480161113,0.3905351113367854,1.0887722795772359,0.9862293075901545,0.16282675359453125,0.6646093383560259,0.6998579558276788,0.7777777777777778
2003,1411,16,217,0.5476922104483788,0.5030357309843512,0.1845505255231725,0.36013270106054135,0.5294912334729753,0.39880214900758826,1.075908321955004,1.052195736503641,0.14483076101557654,0.6817227829509205,0.6137454482784717,0.6
2003,1421,16,186,0.440671503976647,0.48980045725595167,0.19696498792836953,0.34718378956671425,0.3772143761715263,0.37118034422354496,1.0641943689251612,1.1669259428583834,0.13598494140493853,0.6256188170295877,0.7661421288555387,0.4482758620689655
2003,1246,1,1,0.6666840637317475,0.5375903054382503,0.17308217309190355,0.3886131424462982,0.36683208904886244,0.39105410729486495,1.169825084537495,0.9708747833246553,0.16351124080090615,0.6833481378198009,0.709655211099537,0.90625
2003,1338,2,8,0.7045656672060847,0.5635493866123381,0.19172581530932994,0.36053464208550684,0.4405171170774112,0.41153570445098087,1.1530161897766507,0.9128225247709656,0.18341514133128564,0.7081836603623376,0.6398411778482191,0.8666666666666667
2003,1266,3,10,0.6326113370261526,0.5367233755253248,0.16831980118985135,0.4159932535979407,0.434780805386561,0.405185072035165,1.216166980042867,1.0460210483740364,0.16731431859752682,0.6661280104480283,0.7785027349973661,0.8214285714285714
2003,1173,4,13,0.5872110849215326,0.5223677034155358,0.17164861201040613,0.40780697944994565,0.42804314686600264,0.3976271022887055,1.1855400752273688,1.0766681551725144,0.16384615513759737,0.6619238447231764,0.712953905723539,0.8275862068965517
2003,1458,5,25,0.6264249152259094,0.5257351431464357,0.14477177432724886,0.3210706534803636,0.3657301811081597,0.36556065870268317,1.1740001106044318,0.9728046767498937,0.1539769814471535,0.7360082520048344,0.7318058883317237,0.7586206896551724
2003,1281,6,17,0.5578104261237549,0.5072784719092835,0.16814005874486426,0.3624714334780527,0.31074829451370056,0.3640529343225951,1.1030556403478906,1.0237221294143235,0.14435936417308803,0.6683146084637321,0.6501396301431658,0.6774193548387096
2003,1231,7,47,0.5422224899518853,0.5007231363452627,0.15094810172809897,0.3145195183091385,0.41568855398854787,0.3632834667302398,1.1241216460665593,1.071171115603339,0.15239892395093757,0.680934535529738,0.7046385108664269,0.625
2003,1332,8,50,0.5849243168718997,0.5343865058875177,0.17571467598571444,0.3247645063760465,0.34060934262542597,0.3737275740204589,1.144642323068409,1.0342028590838432,0.16670282833604078,0.6524242525736776,0.7792480042225288,0.71875
2003,1428,9,16,0.5784666206974916,0.5285050416247963,0.17728912386023887,0.3243824671513928,0.3892900754012478,0.37899430235544396,1.131639370210688,1.0186640930669355,0.15340125978921962,0.7094335079666872,0.6890242990985136,0.7666666666666667
2003,1104,10,38,0.5365142206398421,0.47578467077421543,0.16727474322478264,0.37125556416102046,0.37234961036585,0.3622361085029634,1.0896206493631597,1.029130662205599,0.13098331225444548,0.6868971367719345,0.7051677243132544,0.6071428571428571
2003,1356,11,34,0.5657469686817574,0.5261255863699767,0.15722301575126685,0.3183294579644343,0.3477528564209004,0.36558480854182945,1.147951409288487,1.047628847639364,0.1462635701378292,0.6706827882431218,0.699394059948234,0.8
2003,1451,12,41,0.5771739073233064,0.5239339763538539,0.16220689659806095,0.32425122857043487,0.4957671700300694,0.3893406359096542,1.1633797521771796,1.0531327121932008,0.15414869281710655,0.6938851196816329,0.7339609497711437,0.8620689655172413
2003,1409,13,64,0.6195633214593556,0.5198067489436252,0.17888763984784017,0.32834823617604386,0.3452759190312465,0.37010564462930595,1.1128612368044846,0.9864289915864034,0.1553000073403222,0.6706030506525817,0.7296716289033278,0.7096774193548387
2003,1221,14,61,0.6734638069867213,0.5105093437415361,0.18287449069695605,0.3795315739902016,0.42802661426049915,0.3900326671079687,1.1159158800530042,0.9322589367777071,0.16680861961711374,0.7429643539161845,0.7011013550268612,0.8620689655172413
2003,1447,15,103,0.5498375872303473,0.5378619624681757,0.18391110958593548,0.3620933646145963,0.3440571839700116,0.38514981290217515,1.1390448820678494,1.0710880407491987,0.16529634819710273,0.6761759739831334,0.723838378081607,0.6774193548387096
2003,1237,16,160,0.4839594658139235,0.5183756080729833,0.1986058774409863,0.34350619846722,0.43639809518370054,0.3911626665604391,1.0914731120392422,1.0744210707937039,0.14379354961347754,0.6671138166906571,0.6979340761143331,0.59375
2003,1112,1,2,0.6546927054372552,0.5176315318357815,0.16095304643416095,0.3940268982477109,0.3879654719616408,0.38429107478664115,1.1657554569894824,0.9629439488698868,0.16071897206484445,0.6805599042541957,0.7011537803069259,0.8928571428571429
2003,1242,2,6,0.6548681264643972,0.5254612448675793,0.1696819473601044,0.38285045836094966,0.3896759040811781,0.3876264620714245,1.156901487918679,0.9431902013370973,0.15907892935764256,0.7006089465757576,0.661631264347946,0.7666666666666667
2003,1181,3,12,0.6048810343235487,0.521744588506821,0.16282726482730744,0.37510271828475233,0.4721239178570276,0.39524378294505996,1.1772400274036754,1.0125536855812955,0.1380303399617382,0.65397887932298,0.6954807067059503,0.8
2003,1228,4,18,0.665553618389111,0.5518880513370572,0.16995578419047816,0.30792411684709226,0.34677284222182414,0.37684491628513456,1.1677436641140104,0.9506171584954406,0.19022053481376813,0.6987812909803945,0.7199976420023858,0.8
2003,1323,5,14,0.5923603056881247,0.5194162502480918,0.1539455927854562,0.3097366807004428,0.38177767728177286,0.36546688602795513,1.1608994290454078,1.0316627922161223,0.1675725862605189,0.6693745132662038,0.7413604533117468,0.7096774193548387
2003,1166,6,23,0.6440840961085028,0.5674548470502956,0.16775028795998753,0.3392329923276744,0.35414744887933025,0.3898882266075496,1.1987077155047592,0.9774623473525716,0.1717031146148493,0.6818258060113547,0.6897069286378964,0.8787878787878788
2003,1272,7,26,0.5977777451353669,0.49833690036526096,0.16377213487020664,0.3668027231113632,0.39662372744426555,0.3731318976025685,1.1125071681217933,0.9822652015062777,0.16407176577182603,0.683904483086886,0.6282988989026953,0.7931034482758621
2003,1153,8,29,0.5532179250703936,0.46546485190110887,0.13588893415577802,0.3325035970509247,0.38211655643947784,0.3439763771754947,1.0814146951043218,0.9970806859866937,0.1364819950187065,0.6790117258548953,0.6856177045558365,0.6071428571428571
2003,1211,9,43,0.6121202390466658,0.5361461287829044,0.18007386016527868,0.3581110366888467,0.46077816317282777,0.40021584836817503,1.1609893724077078,1.026359002628824,0.1617170426290853,0.7156608688045654,0.7179183620729218,0.7419354838709677
2003,1113,10,32,0.585159869251669,0.5173341528553604,0.17003609164457506,0.39807963911257577,0.4685611740519592,0.3993427879835969,1.1476260099732671,1.0429915961854759,0.15835780153551104,0.6839496397136597,0.6756674740742805,0.6206896551724138
2003,1141,11,44,0.5692913953454283,0.5728354732143226,0.22357541069523668,0.35917726947120665,0.4818363979367327,0.42913895554428944,1.1550359879804695,1.0673162778025111,0.15826749160182046,0.6623682538486277,0.7627405842370412,0.7931034482758621
2003,1454,12,45,0.5960284428876,0.5425703362202969,0.18164522726941335,0.3386792841636238,0.3819037626430912,0.3874608625346606,1.1391397120535902,1.0318581771837454,0.170932737773682,0.6749538550980259,0.6862532905773249,0.7666666666666667
2003,1443,13,58,0.6092431373738384,0.5330570639664713,0.1888508737018807,0.35750319764628563,0.39598077148797395,0.3913332992645119,1.1156539402580146,1.0070416420514328,0.15019232633303387,0.6745706601268182,0.6608989698997838,0.7419354838709677
2003,1161,14,75,0.5310393981972337,0.5486632857256737,0.20485002506228606,0.36112179196829586,0.4761152936101706,0.41431947299102584,1.1353961106362018,1.1205597785572547,0.16127206893686874,0.6680195960451526,0.6975173525509457,0.5666666666666667
2003,1429,15,79,0.5766035482562524,0.4950036675059475,0.16663534421225418,0.3912384021315118,0.39242336333760824,0.37677148798238613,1.1347397930216618,1.0342783970257252,0.1586394362299976,0.708510405197075,0.707348654587628,0.7333333333333333
2003,1436,16,144,0.5613260871245852,0.4947316161585372,0.18014126306783323,0.3800164058718104,0.356274459799219,0.3723724123746182,1.0818077071125591,1.004409514783712,0.15154550239482814,0.732897678173645,0.6497077949051301,0.6551724137931034
2004,1181,1,1,0.6687477929906211,0.5350832224027533,0.17066859363285639,0.4000969748204407,0.42037077225647057,0.39977544817187416,1.1904882362848128,0.9655023079496541,0.14526276484094558,0.625426252847668,0.7243751075240065,0.84375
2004,1280,2,4,0.6445164616993687,0.5239546056236,0.18358112114083067,0.4077546282561047,0.42179670715921475,0.4002975542597508,1.1410846263144268,0.9811726678064207,0.1378052845086887,0.6863785801147152,0.6658077762254168,0.8928571428571429
2004,1400,3,10,0.6093266763096321,0.4955015399159992,0.1402355257175977,0.4180738467712193,0.36781630669935933,0.37204671275494694,1.1700320102250457,1.0166828497664895,0.14007227992546803,0.6705275820329191,0.6688354281985838,0.7666666666666667
2004,1153,4,11,0.6772321262122448,0.5185624566618979,0.14799237592966807,0.3697353081862237,0.4020518529769119,0.3786779162309576,1.1718613501892274,0.9594288612497466,0.16287237316733782,0.6830836605238222,0.6688365480407285,0.8
2004,1228,5,23,0.588490158120452,0.5261735675824529,0.16086352287215694,0.36291201312713073,0.31628561607516725,0.3707105527877217,1.159097719544449,1.0092539503313414,0.176221477837445,0.6686170883168191,0.6775260696064577,0.8
2004,1314,6,19,0.5734817265037776,0.5162198870058093,0.1735789201417795,0.39331579041362086,0.402642258301586,0.3889421816657307,1.1417952028477871,1.038176733256322,0.16667192239457282,0.6638585820833998,0.6763846527668381,0.6428571428571429
2004,1462,7,35,0.5914703347160277,0.5128520951736046,0.16131226129689047,0.3332576003951103,0.37576827945571883,0.36848566539104444,1.1212333021127134,0.990526597610291,0.14760297156653412,0.6910389866012521,0.675833737066757,0.696969696969697
2004,1371,8,28,0.5900112566983364,0.5155616606265974,0.16738901824420208,0.340713308155006,0.3542573625455715,0.3693531848245264,1.1218313931614714,1.0010607440870705,0.1429347725510638,0.6735742175808394,0.7095020631788992,0.6785714285714286
2004,1112,9,41,0.5844690578299346,0.5430602354080427,0.16683349309976067,0.38972052017927006,0.3431856976594658,0.38835442612293114,1.2074930735025566,1.0845148616968576,0.17278729620709204,0.6583451029959323,0.7852903182099498,0.6896551724137931
2004,1257,10,24,0.6445469014958275,0.4865977078930583,0.17201329367638934,0.31654418880363994,0.3787115267619882,0.35775797335134685,1.0870980021259788,0.9081220386418578,0.15351168779940116,0.6799344152933866,0.7536529259607194,0.6896551724137931
2004,1102,11,70,0.6374502002901696,0.5867866856366024,0.18107193835303162,0.24754766749526072,0.38541788842656743,0.3873048756059361,1.1604402394907734,0.9750194554773595,0.17953650346726674,0.6292388605876412,0.6882760137731628,0.7857142857142857
2004,1293,12,58,0.611183098136033,0.5505017185805736,0.1675722069771364,0.3635596774794477,0.3641007579018354,0.38942078835767835,1.1888593306072395,1.0244979372778207,0.1839095764101192,0.7019978011733484,0.7230147692902567,0.8333333333333334
2004,1190,13,61,0.6010065421224849,0.5140099475097993,0.18530227589296336,0.33156990525327407,0.3864874586882012,0.3762166478310457,1.0797464678966744,0.9695446511530911,0.14908162132474048,0.6547415661045232,0.6641222718342986,0.8275862068965517
2004,1343,14,121,0.6003256384083259,0.55070036578328,0.20028043664734155,0.31962838768305374,0.36060067023188247,0.38836603354654053,1.1061120958091375,1.0075952073222239,0.16267073141088584,0.7188075649758177,0.7069759766773936,0.7307692307692307
2004,1284,15,116,0.5278805509801923,0.48513549108998466,0.17181158628670723,0.2684922782787379,0.39931812008593437,0.3506032666763085,1.0499148710575166,1.0217588671115847,0.14849471695247987,0.6839743712854628,0.7488382599226451,0.65625
2004,1106,16,230,0.5419163002985825,0.4828444792499863,0.22442973549240292,0.3716277601305492,0.4747599054129603,0.39478476341114904,0.9987595478321418,0.9879012829353948,0.11798601261869643,0.6716269333206817,0.6609117667367692,0.5333333333333333
2004,1390,1,7,0.7035019061829126,0.5327107285812948,0.17902876855015099,0.3617593555816582,0.393413050688028,0.38920531228959165,1.1570612593939489,0.9480243312446047,0.17195806875673608,0.709545078784996,0.7569331702839612,0.9666666666666667
2004,1163,2,5,0.6649337518560472,0.531676060703615,0.16146536425308655,0.4135375266494003,0.3283205957892949,0.3849923600429921,1.173109017227272,0.9558927244815925,0.1741216414878691,0.6798171755550372,0.6243873341917867,0.8181818181818182
2004,1301,3,17,0.5856656349642839,0.5324630017360448,0.1786905450929383,0.3071867959397939,0.36910154754565194,0.3744604282874591,1.1447605536926557,1.0199116486288875,0.16044687336688096,0.6754094756833967,0.7906629397454958,0.6896551724137931
2004,1268,4,18,0.561653615210939,0.48411580796835396,0.16800173538398444,0.3767922532754262,0.40947338359721824,0.3724262152280057,1.0886023047272686,1.0079424610168113,0.13469531109372612,0.6572754592127588,0.6214408237950994,0.6333333333333333
2004,1393,5,14,0.5697021746774359,0.4971771054771367,0.1572304845254442,0.38093581618879224,0.3594984258136418,0.36829039043202055,1.1188529413669774,1.0280783004160408,0.15614377766231385,0.6281434367461505,0.6289176544150331,0.75
2004,1435,6,27,0.5921743324460456,0.5158566305101684,0.16028477073385286,0.32994564210855837,0.36783416717613854,0.36757809838566297,1.140054125661218,1.005125656663142,0.1718914723886366,0.6860929380939037,0.7057959654201409,0.7
2004,1177,7,37,0.5485116014393727,0.5193654893603012,0.17298658463090738,0.3816686379624073,0.39410401922063354,0.38644217237742384,1.1376167442774259,1.08311256426843,0.14974323746655288,0.6840717756505656,0.7004401836356038,0.7
2004,1104,8,26,0.5690263486831284,0.5171790336710955,0.17273760400222965,0.335212298253701,0.4030606109802398,0.3775575657667718,1.1270819769640679,1.0574515055867397,0.13078472639313565,0.6815604295967006,0.7027646225443132,0.5862068965517241
2004,1356,9,25,0.5785720682128805,0.4961492963789903,0.15206006199815056,0.36438336602272303,0.316680664322163,0.35685350690400286,1.1217631129918288,0.9894745120396676,0.15002786511432026,0.6654458837937649,0.6807488067684712,0.8620689655172413
2004,1173,10,40,0.5629722669161888,0.5182878097697267,0.18867384251719885,0.3784778745242159,0.43004255823078313,0.394685543176651,1.111089260326727,1.04819549472785,0.16351841153864685,0.7068780406008648,0.6628556151548255,0.75
2004,1444,11,44,0.6406980343221446,0.5236300689321798,0.15941078205211703,0.39591798433815717,0.41211061726550113,0.3903049125433578,1.1999372403475248,1.0009544351587585,0.1565570553011523,0.6916396924099032,0.7186283009063668,0.8666666666666667
2004,1140,12,31,0.589079092073854,0.5396141007963323,0.18498461381495507,0.32806972466358036,0.4400108108112202,0.39370736032667075,1.135796172182785,1.039006146731773,0.15898402052520474,0.7324401582390225,0.7305371950585497,0.7037037037037037
2004,1431,13,46,0.601077023202839,0.5270748983673973,0.17274733043737148,0.32033066067938143,0.4594232497050684,0.3869964115479384,1.1433017331437487,1.0165744738140041,0.16960848804678103,0.6590335444823878,0.7382686007703547,0.7586206896551724
2004,1418,14,71,0.5637897167118798,0.5356618254770894,0.17706938683255208,0.34808892803284674,0.3511057637447285,0.38081572706725253,1.1334593157783246,1.0380485652267195,0.16321631893946864,0.6134453096812383,0.6822498528768091,0.6923076923076923
2004,1436,15,115,0.5514241584237978,0.4850349693708672,0.16439340828435361,0.3278446406340786,0.3318962558747761,0.3504657063274673,1.0660466201551604,0.9974216698900066,0.15779952941436368,0.7243165578541002,0.6879118556347985,0.7333333333333333
2004,1427,16,200,0.4871447049147065,0.4944743758493714,0.204033758935622,0.3321180335381474,0.42707633439219284,0.37928324694011245,1.0476430664360878,1.0585658055398988,0.12978980717306182,0.6594788437250451,0.6905263069974297,0.5714285714285714
2004,1386,1,3,0.6587810820308005,0.5690231025759618,0.15174086460109312,0.2942427091301509,0.35617870675338814,0.37781980501969636,1.2026740040208304,0.9502881625728294,0.17523047629022365,0.6371762767056935,0.715516682292364,0.9642857142857143
2004,1329,2,6,0.67436119214692,0.5600563750077104,0.16849421249244742,0.3613253847958986,0.4022223825990759,0.3987445374752371,1.2015082146152791,0.9791972480189624,0.1670723396616475,0.6764243149049775,0.6925865743735811,0.896551724137931
2004,1338,3,8,0.6822166691994512,0.5240317163848875,0.16466379006281995,0.40466263617740833,0.4009630042645873,0.3918556119448299,1.16690858683259,0.9480281424867766,0.16679762735354825,0.6512864894539937,0.6276772117842719,0.875
2004,1448,4,20,0.5889520053308629,0.5361386914325943,0.17286183992327442,0.38775402929793434,0.45742566627437253,0.40383559235459915,1.1868871132062682,1.0744904475712307,0.1520529780542784,0.6569004369616862,0.7146407457956794,0.6785714285714286
2004,1196,5,13,0.5741710880566316,0.5574262775120131,0.18422258029473362,0.32552695408618104,0.3683567562415453,0.38938506033195663,1.1753168103080085,1.0581994709619698,0.16805829878518616,0.6650365045833833,0.7451384724333281,0.6666666666666666
2004,1458,6,12,0.6599900909153753,0.5038379618090327,0.13756129507739145,0.3505121139994625,0.4150333461691381,0.36828293321822425,1.1707774664336226,0.9679023112178131,0.154095981896697,0.7115340610825838,0.7129206690208948,0.8
2004,1272,7,32,0.5719249312234362,0.5000277040930036,0.1583707106448427,0.36270756648516267,0.4013781507436729,0.37235199520699547,1.1221616631648574,1.00776677065988,0.14724600181333858,0.697819805270707,0.6616528512486873,0.75
2004,1403,8,30,0.5952647398714375,0.4969001699335998,0.15515293344561099,0.32570924288172753,0.3640258609717852,0.357294029056956,1.1107106619219487,1.0095890266732448,0.15495767931639537,0.6443330964503918,0.7332705610206833,0.6875
2004,1150,9,34,0.597070533100818,0.5119964754783601,0.175354658594188,0.38169883241845026,0.4536370659245994,0.39302258121227096,1.1352004996270244,1.0224485253469329,0.15475838728373764,0.689861642922817,0.6359340553820624,0.7241379310344828
2004,1376,10,45,0.6193036600117876,0.49710907558678696,0.16429101545136032,0.3484267107489826,0.36277988658903815,0.3640187092357071,1.1006255344658553,0.9779646261498721,0.15494499374496773,0.6351718883710277,0.6545702978142336,0.696969696969697
2004,1350,11,47,0.5780486159992789,0.4659952464118222,0.17055059491325963,0.33306677730319517,0.3687318116960592,0.35095887450809177,1.0529205130853796,0.9601120341972241,0.1380003733897844,0.6635997830788054,0.7323383412507047,0.625
2004,1264,12,42,0.6075837195287013,0.494550947993689,0.16301241546590028,0.3516862591322868,0.4919324051909838,0.3827005956690556,1.1426181215228055,0.9799609252115952,0.11828567419679416,0.673144388442134,0.7495961292724765,0.8275862068965517
2004,1433,13,54,0.5842432413070462,0.5348067171237311,0.20429264150253829,0.36536476993672773,0.3727585909863692,0.39398258986042795,1.0843313902461038,0.9793072697939962,0.13888231428454756,0.6908667816356953,0.5909273690794881,0.7666666666666667
2004,1416,14,62,0.6066892078791247,0.5249327156702308,0.19217582617389292,0.37864784208105406,0.30851268938568827,0.3800235146356297,1.1134144835301885,0.9873545416495648,0.17392230297633043,0.6803555142668561,0.7104415052049448,0.8275862068965517
2004,1186,15,127,0.5286442339802817,0.5396193718679629,0.20145861750281674,0.29606199002134526,0.4117060225987146,0.3871807045169656,1.0887506988366782,1.057715232633221,0.16968234257099435,0.6881794111505942,0.6811454861308055,0.5714285714285714
2004,1251,16,165,0.5237967294893937,0.4811591030826794,0.19257994138782702,0.36675373401270983,0.3428991939774597,0.36539425247918944,1.036278343306955,1.008526617489154,0.14192275415165556,0.6642122712897742,0.6878173891496393,0.5483870967741935
2004,1246,1,2,0.605347560432083,0.5257390227295097,0.18037476330025812,0.3514697385078362,0.36242726543444437,0.3800473374336022,1.1183441695651517,0.9674411088258716,0.16088657289197372,0.6968632030535958,0.6984837310033906,0.8666666666666667
2004,1211,2,9,0.7006345261936142,0.5783941658170364,0.16906094156150567,0.3773734310560345,0.429031738517934,0.413452348706088,1.2465210273853924,0.9951274256147606,0.18408462300593217,0.7013506679430801,0.7558408166320348,0.9310344827586207
2004,1210,3,16,0.6445700698533094,0.5346339723587874,0.18391688009827747,0.3313303387123381,0.4047890648087558,0.3868172364318654,1.120920212708035,0.9652028206073279,0.1575382908187719,0.653747360110154,0.6819739886951677,0.71875
2004,1242,4,15,0.5926472686310865,0.5141207019012698,0.1760714207322441,0.3468855305129108,0.3784537093653206,0.3758112984509491,1.1162997325106834,1.0190160875107994,0.17186963233605024,0.6693056759660694,0.7010565416670775,0.7142857142857143
2004,1344,5,21,0.5731444969951293,0.5284592451277215,0.19147488680791092,0.3620496068097836,0.3730463353390997,0.387619291415888,1.1192995659808247,1.009985365633763,0.166729166207996,0.6414342936401349,0.7102186146377389,0.7142857142857143
