Season,TeamID,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,PIE,FG_PCT,TURNOVER_RATE,OFF_REB_PCT,FT_RATE,4FACTOR,OFF_EFF,DEF_EFF,ASSIST_RATIO,DEF_REB_PCT,FT_PCT,WINPCT,Seed,Elo
2003,1462,26.8,59.2,6.4333333333,17.7666666667,18.2,24.3666666667,13.9333333333,25.5,16.4,13.0333333333,5.4666666667,3.0333333333,15.7666666667,0.6312997657,0.5086096226,0.1577847189,0.3929074167,0.4173102587,0.3840680509,1.173231909,0.9915093338,0.1625691923,0.678171847,0.7346054224,0.8333333333,3,1908.11460792
2003,1411,24.7333333333,55.2666666667,5.9333333333,18.5,17.4,28.0666666667,13.1666666667,24.8,14.2,15.2333333333,6.4333333333,2.2333333333,18.3,0.5476922104,0.503035731,0.1845505255,0.3601327011,0.5294912335,0.398802149,1.075908322,1.0521957365,0.144830761,0.681722783,0.6137454483,0.6,16,1292.11059735
2003,1436,24.8275862069,55.8620689655,5.275862069,15.4827586207,12.8620689655,19.5517241379,12.9655172414,25.724137931,14.2068965517,14.0689655172,6.8620689655,2.9655172414,15.8965517241,0.5613260871,0.4947316162,0.1801412631,0.3800164059,0.3562744598,0.3723724124,1.0818077071,1.0044095148,0.1515455024,0.7328976782,0.6497077949,0.6551724138,16,1444.90684046
2003,1272,26.275862069,60,7,20.0689655172,14.9655172414,22.8965517241,14.0689655172,25.9655172414,16.6206896552,13.7931034483,7.3793103448,5.0689655172,18.7586206897,0.5977777451,0.4983369004,0.1637721349,0.3668027231,0.3966237274,0.3731318976,1.1125071681,0.9822652015,0.1640717658,0.6839044831,0.6282988989,0.7931034483,7,1822.85212418
2003,1166,28.696969697,57.4545454545,7.9696969697,20.4848484848,13.8787878788,20.0303030303,10.8787878788,23.1818181818,16.8181818182,13.3636363636,8.3939393939,4.4545454545,17.2727272727,0.6440840961,0.5674548471,0.167750288,0.3392329923,0.3541474489,0.3898882266,1.1987077155,0.9774623474,0.1717031146,0.681825806,0.6897069286,0.8787878788,6,1827.45754461
2003,1301,24.3333333333,53.3333333333,7.9666666667,22.5,15.7666666667,20.4666666667,9.7333333333,22.0333333333,14.6666666667,14.2,7.7666666667,3.0666666667,18.6666666667,0.5419451919,0.5341893099,0.1858338214,0.3088133,0.3874957179,0.380021197,1.130049106,1.0626006189,0.1586998183,0.6816605925,0.7781475873,0.6,9,1818.38316292
2003,1140,24.0322580645,51.2580645161,6.1935483871,16.1290322581,18.1935483871,24.1612903226,10.8709677419,24.4193548387,13.4193548387,13.7419354839,6.935483871,2.5161290323,21.4193548387,0.6363183135,0.5326766733,0.1817956002,0.3434697453,0.4814829131,0.3994359554,1.1592870951,1.013421001,0.1495672205,0.7003738269,0.7532529184,0.7419354839,12,1759.01810399
2003,1161,26.4,52.1,4.2,11.5666666667,17,24.2666666667,10.8,23.4666666667,15.5,16.1333333333,5.3333333333,4.2333333333,20.5666666667,0.5310393982,0.5486632857,0.2048500251,0.361121792,0.4761152936,0.414319473,1.1353961106,1.1205597786,0.1612720689,0.668019596,0.6975173526,0.5666666667,14,1605.044546
2003,1153,22.8928571429,56.6785714286,6.6785714286,19.5,14.8571428571,21.5357142857,12.1428571429,23.3928571429,12.2857142857,10.6071428571,5.1785714286,4.25,18.9642857143,0.5532179251,0.4654648519,0.1358889342,0.3325035971,0.3821165564,0.3439763772,1.0814146951,0.997080686,0.136481995,0.6790117259,0.6856177046,0.6071428571,8,1895.4654198
2003,1443,25.7096774194,55.9032258065,7.7096774194,21.0322580645,13.9677419355,21.0967741935,12.1612903226,23.2580645161,14.1935483871,15.1612903226,7.064516129,3.5483870968,18.4516129032,0.6092431374,0.533057064,0.1888508737,0.3575031976,0.3959807715,0.3913332993,1.1156539403,1.0070416421,0.1501923263,0.6745706601,0.6608989699,0.7419354839,13,1760.18848545
2003,1429,23.7,51.9333333333,4.0333333333,12.1333333333,14.5333333333,20.2333333333,12.6333333333,22.3666666667,13.9,12.2333333333,5.0666666667,2,16.1,0.5766035483,0.4950036675,0.1666353442,0.3912384021,0.3924233633,0.376771488,1.134739793,1.034278397,0.1586394362,0.7085104052,0.7073486546,0.7333333333,15,1695.56696509
2003,1221,24.2068965517,52.724137931,5.3103448276,14.7586206897,15.6206896552,22.1379310345,12.0689655172,24.3103448276,15.4137931034,13.9310344828,7.9655172414,4.4827586207,18.3793103448,0.673463807,0.5105093437,0.1828744907,0.379531574,0.4280266143,0.3900326671,1.1159158801,0.9322589368,0.1668086196,0.7429643539,0.701101355,0.8620689655,14,1564.76943011
2003,1356,27.3666666667,57.8666666667,6.1,15.8333333333,13.7,19.4,10.8333333333,22.4666666667,13.5666666667,12.5,7.9666666667,3.2,19.3333333333,0.5657469687,0.5261255864,0.1572230158,0.318329458,0.3477528564,0.3655848085,1.1479514093,1.0476288476,0.1462635701,0.6706827882,0.6993940599,0.8,11,1751.17984445
2003,1454,27.2666666667,57.6333333333,7.7666666667,21.8,14.8,21.4333333333,11.5333333333,23,17.1,14.8666666667,8.8,3.6,20.1333333333,0.5960284429,0.5425703362,0.1816452273,0.3386792842,0.3819037626,0.3874608625,1.1391397121,1.0318581772,0.1709327378,0.6749538551,0.6862532906,0.7666666667,12,1647.07578954
2003,1354,24.8,54.3666666667,5.1666666667,15.4666666667,18.0333333333,25.8,12.9666666667,24.2666666667,10.2666666667,19.4666666667,8,2.9,20.7333333333,0.5205744502,0.5079740766,0.2283845739,0.3810711324,0.4843116398,0.4091467465,1.0566039261,1.0300899138,0.1071717845,0.6299078876,0.6967087159,0.6666666667,16,1417.98155621
2003,1360,25.2142857143,53.5357142857,6.9285714286,18.0357142857,17.3214285714,26.3214285714,11.5357142857,26.3571428571,16.3928571429,18.1785714286,5.3928571429,3.4285714286,20.1428571429,0.5557147636,0.5376612674,0.2177525478,0.342919733,0.5018405835,0.413362678,1.0815504708,1.0364999655,0.1627746584,0.7000875988,0.6570497041,0.6071428571,13,1649.95832583
2003,1173,24.4827586207,54.2068965517,7.5172413793,20.8620689655,16.3103448276,22.7931034483,13.4827586207,23.1724137931,15.2068965517,13.3103448276,5.3793103448,2.9310344828,17.5862068966,0.5872110849,0.5223677034,0.171648612,0.4078069794,0.4280431469,0.3976271023,1.1855400752,1.0766681552,0.1638461551,0.6619238447,0.7129539057,0.8275862069,4,1838.2986513
2003,1451,24.6206896552,52.8620689655,6.1034482759,18.2068965517,18.8620689655,25.6896551724,10.3448275862,22.7586206897,14.275862069,12.4482758621,6.7586206897,0.6551724138,18.8620689655,0.5771739073,0.5239339764,0.1622068966,0.3242512286,0.49576717,0.3893406359,1.1633797522,1.0531327122,0.1541486928,0.6938851197,0.7339609498,0.8620689655,12,1630.25714879
2003,1386,24.2413793103,54.4137931034,8.0344827586,21.8620689655,14.1034482759,20.6551724138,11.1724137931,24.1379310345,14,12.9310344828,7.2068965517,5.5517241379,18.7586206897,0.6607228347,0.5208277543,0.1696111615,0.3338182153,0.3934959708,0.3765219308,1.1267218987,0.9425091534,0.1532728496,0.6476269801,0.6735499,0.7931034483,7,1840.29613511
2003,1280,26.3333333333,55.8,5.5666666667,16.2,11.9333333333,17.6333333333,12.6666666667,24.6,14.5,15.6333333333,8.7333333333,3.7333333333,15.9,0.643000955,0.5213587038,0.1974672504,0.3834455413,0.3238596185,0.3831783452,1.0996483506,0.9488500693,0.1540331361,0.6957854386,0.6669405709,0.7,5,1872.47991959
2003,1358,24.2962962963,53.3703703704,6.4814814815,18.0740740741,16.7037037037,23.5185185185,10.7777777778,25.962962963,15.5925925926,15.7037037037,7.8148148148,5.5925925926,19.5925925926,0.5897670485,0.5202784551,0.1964524051,0.3268789291,0.452898948,0.3905351113,1.0887722796,0.9862293076,0.1628267536,0.6646093384,0.6998579558,0.7777777778,15,1491.18226803
2003,1104,24.0357142857,57.1785714286,6.3571428571,19.8571428571,14.8571428571,20.9285714286,13.5714285714,23.9285714286,12.1071428571,13.2857142857,6.6071428571,3.7857142857,18.0357142857,0.5365142206,0.4757846708,0.1672747432,0.3712555642,0.3723496104,0.3622361085,1.0896206494,1.0291306622,0.1309833123,0.6868971368,0.7051677243,0.6071428571,10,1800.85586937
2003,1237,24.4375,53.9375,6.5,18.59375,15.875,22.625,11.6875,20.90625,13.375,15.90625,8.1875,1.8125,19.34375,0.4839594658,0.5183756081,0.1986058774,0.3435061985,0.4363980952,0.3911626666,1.091473112,1.0744210708,0.1437935496,0.6671138167,0.6979340761,0.59375,16,1480.90634149
2003,1122,23.5555555556,52.0740740741,6,17.1851851852,16.5925925926,24,10.6296296296,24.2222222222,13.4074074074,15.2222222222,7.037037037,4.6666666667,18.6666666667,0.5399921359,0.5137207777,0.1954974511,0.322148748,0.4784860885,0.3905653367,1.081012059,1.0463133764,0.1460137406,0.6759337967,0.6822954981,0.7407407407,13,1527.96205092
2003,1423,26.0333333333,56.4,6.7666666667,18.4,12.5333333333,18.2,9.9666666667,23.1333333333,14.6666666667,11.4666666667,9.2,1.9,18.4333333333,0.6312680911,0.5240886312,0.1511136588,0.2991886424,0.3294623389,0.3566709465,1.1314110121,0.941790107,0.161033602,0.675507199,0.6749322468,0.8,11,1741.47648281
2003,1160,27.1935483871,61.3225806452,4.9677419355,15.2580645161,16.1612903226,23.935483871,14.4838709677,27.9677419355,13.3870967742,14,6.1290322581,6.6451612903,17.7096774194,0.5603695134,0.4869017852,0.1627894426,0.3842700428,0.3986035844,0.372102621,1.1074169223,1.0296964616,0.1331578227,0.6750548791,0.674697829,0.6451612903,10,1722.07815795
2003,1335,24,51.5185185185,9,21.8518518519,13.1851851852,18.7777777778,9.3333333333,24.1851851852,14.8518518519,13,7.1851851852,2.1481481481,17.7777777778,0.6247869242,0.5567159248,0.1789956425,0.302824565,0.3693719873,0.3834059916,1.1486909301,0.9724011049,0.1684434298,0.7248722961,0.68669713,0.8148148148,11,1748.47425088
2003,1447,27.2258064516,57.6774193548,7.0322580645,18.3225806452,14.064516129,19.2903225806,12,22.3548387097,16.0967741935,14.9677419355,7.5161290323,2.8064516129,17.5806451613,0.5498375872,0.5378619625,0.1839111096,0.3620933646,0.344057184,0.3851498129,1.1390448821,1.0710880407,0.1652963482,0.676175974,0.7238383781,0.6774193548,15,1476.19371715
2003,1261,26.8064516129,55.064516129,6.7419354839,17.5806451613,12.8709677419,19.8709677419,10.6129032258,24.5161290323,16.3870967742,13.8709677419,8,4.1612903226,16.3548387097,0.6372482446,0.5493052624,0.1781566764,0.332731054,0.3669513431,0.3858501864,1.1342008409,0.9757176996,0.1715789657,0.685075427,0.6436643401,0.6774193548,8,1794.9355718
2003,1264,25.9310344828,57.5517241379,5.5172413793,15.8275862069,18.7931034483,23.8965517241,11.3103448276,23.3103448276,13.8620689655,14.2068965517,9.1724137931,3.8965517241,21.9310344828,0.5903045263,0.5008904374,0.1719654093,0.3328188835,0.4260213882,0.3738145122,1.1223575509,0.9926086618,0.1437009814,0.6580501136,0.7884381088,0.7931034483,14,1660.87765238
2003,1332,28.59375,62,9,23,16.03125,20.65625,11.375,24.5,17.46875,15.21875,8.03125,2.78125,20.9375,0.5849243169,0.5343865059,0.175714676,0.3247645064,0.3406093426,0.373727574,1.1446423231,1.0342028591,0.1667028283,0.6524242526,0.7792480042,0.71875,8,1848.89225104
2003,1190,28.0740740741,61.4074074074,5.2222222222,15.1851851852,18.3333333333,24.8148148148,14,24.037037037,14.037037037,18.7407407407,10.7037037037,5.2592592593,19.5185185185,0.532545506,0.5014143851,0.2062900399,0.3897255092,0.4185079632,0.3928595603,1.07994349,1.0487848122,0.1320961061,0.6376637125,0.7284690313,0.6296296296,15,1536.50296445
2003,1407,28.2333333333,65.3333333333,9.4666666667,28.3333333333,13.4333333333,19.5333333333,15.0666666667,24.7,15.0666666667,13.7333333333,9.5333333333,5.2,16.6,0.5734814804,0.506314473,0.1563515381,0.3754892544,0.3119127581,0.3634984383,1.1390236368,1.0158459961,0.1448762055,0.6515790146,0.6843740723,0.8333333333,14,1571.46917835
2004,1197,23.0666666667,55.7666666667,8.4666666667,24.4,17.5,24.5333333333,11.4333333333,22.5333333333,12.7,16.9333333333,8.3333333333,1.6,21.9,0.4940613893,0.4955992655,0.2021286143,0.314733942,0.4565494731,0.3802010691,1.0433130698,1.0632203231,0.1312778712,0.6423393182,0.7168626414,0.4666666667,16,1312.72414114
2004,1104,24.8965517241,55,7.1379310345,18.6206896552,15.275862069,21.8620689655,11.3103448276,24,11.8620689655,13.275862069,6.4482758621,3.1034482759,18.3448275862,0.5690263487,0.5171790337,0.172737604,0.3352122983,0.403060611,0.3775575658,1.127081977,1.0574515056,0.1307847264,0.6815604296,0.7027646225,0.5862068966,8,1820.32288517
2004,1163,30.1212121212,62.6363636364,6.3939393939,15.9696969697,12.4545454545,20.2121212121,15.303030303,29.4848484848,18.2424242424,13.7878787879,6.1515151515,8.7272727273,16.0606060606,0.6649337519,0.5316760607,0.1614653643,0.4135375266,0.3283205958,0.38499236,1.1731090172,0.9558927245,0.1741216415,0.6798171756,0.6243873342,0.8181818182,2,1945.83496176
2004,1177,25.6333333333,54.5666666667,5.1,14.0666666667,14.5,20.6,12.0666666667,23.7666666667,13.7333333333,13.4333333333,5.7,2.3666666667,17.4,0.5485116014,0.5193654894,0.1729865846,0.381668638,0.3941040192,0.3864421724,1.1376167443,1.0831125643,0.1497432375,0.6840717757,0.7004401836,0.7,7,1702.06398967
2004,1181,27.5625,58.46875,7.1875,19.53125,17.4375,23.84375,13.40625,22.84375,14.25,14.1875,9.34375,6.8125,18.71875,0.668747793,0.5350832224,0.1706685936,0.4000969748,0.4203707723,0.3997754482,1.1904882363,0.9655023079,0.1452627648,0.6254262528,0.7243751075,0.84375,1,2107.07738213
2004,1211,29.0344827586,56.3793103448,6.5172413793,15.724137931,17.7586206897,23.4827586207,11.5517241379,27.9310344828,18.2068965517,13.5517241379,6.275862069,3.7931034483,15.9310344828,0.7006345262,0.5783941658,0.1690609416,0.3773734311,0.4290317385,0.4134523487,1.2465210274,0.9951274256,0.184084623,0.7013506679,0.7558408166,0.9310344828,2,1916.42631075
2004,1264,24.3793103448,55.2068965517,5.7586206897,15.6551724138,19.8275862069,26.1034482759,12.1724137931,22.6896551724,10.7931034483,13,9.4482758621,4.1724137931,20.3103448276,0.6075837195,0.494550948,0.1630124155,0.3516862591,0.4919324052,0.3827005957,1.1426181215,0.9799609252,0.1182856742,0.6731443884,0.7495961293,0.8275862069,12,1699.85634113
2004,1268,28.0666666667,63.6666666667,5.1333333333,15.3333333333,16.1,25.7,15.7666666667,25.7333333333,14.0333333333,15.1333333333,8.7333333333,6.7666666667,19.5,0.5616536152,0.484115808,0.1680017354,0.3767922533,0.4094733836,0.3724262152,1.0886023047,1.007942461,0.1346953111,0.6572754592,0.6214408238,0.6333333333,4,1923.41364221
2004,1305,26.7666666667,58.7666666667,4.8666666667,14.3,17.1,23.9333333333,13.4,25.4666666667,14.2333333333,13,6.5,4.7,18.3,0.6189327501,0.4984669429,0.1577319271,0.3731231435,0.413208839,0.3754257135,1.1389181226,0.9968633065,0.1467911835,0.70442604,0.710304768,0.7333333333,10,1751.99473905
2004,1314,29.6428571429,64.1071428571,6.5,18.3571428571,17.2857142857,25.4285714286,15.3571428571,24.6428571429,18.3571428571,15.6428571429,9.6071428571,4.2142857143,18.5,0.5734817265,0.516219887,0.1735789201,0.3933157904,0.4026422583,0.3889421817,1.1417952028,1.0381767333,0.1666719224,0.6638585821,0.6763846528,0.6428571429,6,1844.05443809
2004,1371,26.1071428571,56.8571428571,5.9642857143,16.8571428571,14.1071428571,19.6785714286,11.7857142857,25.3214285714,13.25,13.1428571429,6.7857142857,3.1428571429,18.1071428571,0.5900112567,0.5155616606,0.1673890182,0.3407133082,0.3542573625,0.3693531848,1.1218313932,1.0010607441,0.1429347726,0.6735742176,0.7095020632,0.6785714286,8,1778.52744904
