Season,TeamID,Seed,RPI,PIE,FG_PCT,TURNOVER_RATE,OFF_REB_PCT,FT_RATE,4FACTOR,OFF_EFF,DEF_EFF,ASSIST_RATIO,DEF_REB_PCT,FT_PCT,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,WINPCT,Elo
2003,1335,11,59,0.624786924,0.556715925,0.178995642,0.302824565,0.369371987,0.383405992,1.14869093,0.972401105,0.16844343,0.724872296,0.68669713,24.02525253,51.07407407,8.939393939,21.19023569,12.74242424,18.34511785,9.131313131,24.0959596,15.10942761,12.89057239,7.013468013,2.097643098,17.65824916,0.814814815,1748.474251
2003,1139,12,35,0.592171128,0.562136623,0.150763061,0.277570805,0.332910077,0.367996087,1.192842111,1.051070221,0.159030901,0.663723913,0.715224625,23.93247126,50.24856322,7.826149425,20.14942529,11.95114943,16.46551724,7.998563218,20.52729885,12.85057471,9.886494253,5.787356322,1.969827586,15.25718391,0.827586207,1804.474222
2003,1122,13,73,0.539992136,0.513720778,0.195497451,0.322148748,0.478486089,0.390565337,1.081012059,1.046313376,0.146013741,0.675933797,0.682295498,24.14074074,52.23333333,5.77962963,16.38333333,16.3537037,23.83148148,10.73703704,24.02222222,13.52222222,14.58148148,6.859259259,4.172222222,18.94444444,0.740740741,1527.962051
2003,1264,14,55,0.590304526,0.500890437,0.171965409,0.332818883,0.426021388,0.373814512,1.122357551,0.992608662,0.143700981,0.658050114,0.788438109,25.34032984,56.36881559,5.329835082,14.86356822,19.40029985,24.84557721,11.67166417,23.78410795,13.52773613,14.60569715,8.713643178,4.067466267,21.35382309,0.793103448,1660.877652
2003,1190,15,125,0.532545506,0.501414385,0.20629004,0.389725509,0.418507963,0.39285956,1.07994349,1.048784812,0.132096106,0.637663713,0.728469031,27.45315904,60.82788671,5.830065359,15.9956427,18.61655773,25.20697168,14.32026144,23.92810458,14.96949891,18.87363834,9.28540305,5.466230937,20.22875817,0.62962963,1536.502964
2003,1354,16,178,0.52057445,0.507974077,0.228384574,0.381071132,0.48431164,0.409146747,1.056603926,1.030089914,0.107171784,0.629907888,0.696708716,25.31666667,55.36666667,6.066666667,17.68333333,17.06666667,24.66666667,12.95,23.5,11.05,18.01666667,8.4,3.283333333,20.23333333,0.666666667,1417.981556
2003,1400,1,4,0.619806077,0.495827395,0.15623837,0.423019506,0.391606257,0.38073539,1.173942864,1.023366622,0.142044349,0.67088939,0.715642155,26.86363636,60.46103896,5.470779221,16.55519481,15.8538961,22.66883117,15.37012987,25.37012987,13.57792208,13.94480519,7.022727273,3.545454545,19.18181818,0.785714286,1890.308969
2003,1196,2,15,0.608490306,0.55456937,0.170864854,0.329387332,0.341327839,0.381620604,1.172949521,1.002374475,0.171084215,0.672385547,0.696720165,26.87231183,57.45833333,8.385752688,21.65456989,13.39112903,19.14516129,11.49596774,24.01478495,16.59274194,13.68145161,7.946236559,4.069892473,17.18548387,0.774193548,1959.623102
2003,1462,3,20,0.631299766,0.508609623,0.157784719,0.392907417,0.417310259,0.384068051,1.173231909,0.991509334,0.162569192,0.678171847,0.734605422,27.54666667,60.16666667,6.36,17.59333333,17.88,23.67333333,13.74666667,24.86666667,16.49333333,12.66666667,5.713333333,3.326666667,16.31333333,0.833333333,1908.114608
2003,1390,4,21,0.571789139,0.505835297,0.175422155,0.38411511,0.364921455,0.377750898,1.104575402,1.026112098,0.151629797,0.694921584,0.671515607,25.56802244,57.75315568,6.886395512,18.88078541,13.74193548,20.10378682,12.47966339,24.59326788,14.3884993,14.04207574,6.068723703,3.162692847,18.42075736,0.741935484,1925.014904
2003,1163,5,28,0.590828451,0.524237212,0.182166682,0.403977157,0.363274378,0.390523143,1.141613064,1.022533958,0.148591202,0.649798403,0.669885942,29.16190476,64.82380952,6.528571429,16.92380952,15.26666667,22.05714286,15.63809524,26.83809524,15.82857143,14.81428571,6.60952381,7.1,18.27619048,0.7,1885.364455
2003,1268,6,37,0.660488946,0.519592529,0.162963491,0.369057298,0.350232565,0.374924229,1.143922112,0.948401795,0.177223139,0.65511639,0.688593819,27.29887218,60.64661654,6.872180451,17.72368421,15.20112782,21.68796992,13.62593985,25.51503759,17.43796992,15.81015038,10.41165414,5.879699248,18.29135338,0.678571429,1990.762357
2003,1277,7,31,0.605159773,0.501537361,0.193066212,0.343215738,0.445158665,0.384298445,1.085286625,0.983171875,0.151309204,0.725595103,0.714909136,22.22580645,50.34634975,4.808149406,13.89813243,15.69949066,21.36672326,10.18675722,22.32088285,12.475382,14.62308998,6.786078098,3.558573854,19.74193548,0.612903226,1914.006393
2003,1261,8,39,0.637248245,0.549305262,0.178156676,0.332731054,0.366951343,0.385850186,1.134200841,0.9757177,0.171578966,0.685075427,0.64366434,26.32872504,54.91551459,6.80952381,17.39631336,12.74961598,19.26267281,10.86943164,23.64823349,15.77572965,14.4516129,8.024577573,3.566820276,16.48387097,0.677419355,1794.935572
2003,1345,9,30,0.555209697,0.481390416,0.174406931,0.306862631,0.480267196,0.369570505,1.078730019,0.985485557,0.131668887,0.689343457,0.747358394,24.57936508,55.51984127,5.571428571,16.51587302,18.33333333,24.70238095,10.55952381,24.1547619,13.44444444,14.72222222,6.797619048,3.488095238,20.74603175,0.642857143,1754.821467
2003,1160,10,46,0.560369513,0.486901785,0.162789443,0.384270043,0.398603584,0.372102621,1.107416922,1.029696462,0.133157823,0.675054879,0.674697829,27.40967742,61.32096774,5.798387097,16.99516129,15.76451613,22.65483871,14.10322581,25.65322581,14.15483871,13.41612903,6.175806452,5.862903226,18.55967742,0.64516129,1722.078158
2003,1423,11,51,0.631268091,0.524088631,0.151113659,0.299188642,0.329462339,0.356670946,1.131411012,0.941790107,0.161033602,0.675507199,0.674932247,25.45,55.85833333,6.7,18.18333333,12.925,18.99166667,10.65833333,23.88333333,14.14166667,12.05,8.491666667,2.158333333,17.55833333,0.8,1741.476483
2003,1140,12,19,0.636318313,0.532676673,0.1817956,0.343469745,0.481482913,0.399435955,1.159287095,1.013421001,0.149567221,0.700373827,0.753252918,23.33941094,50.40532959,6.074333801,15.71107994,17.50911641,23.51612903,10.26227209,23.49649369,13.02664797,13.2973352,6.657784011,2.321178121,20.59186536,0.741935484,1759.018104
2003,1360,13,82,0.555714764,0.537661267,0.217752548,0.342919733,0.501840584,0.413362678,1.081550471,1.036499966,0.162774658,0.700087599,0.657049704,26.08193277,56.24369748,6.525210084,17.30252101,15.67647059,22.80882353,11.00420168,24.73319328,15.65336134,16.56722689,6.052521008,3.201680672,20.96008403,0.607142857,1649.958326
2003,1407,14,66,0.57348148,0.506314473,0.156351538,0.375489254,0.311912758,0.363498438,1.139023637,1.015845996,0.144876205,0.651579015,0.684374072,28.00666667,63.79333333,9.42,27.36666667,13.82666667,19.73333333,14.56666667,25.26666667,15.5,14.84,9.4,5.22,16.31333333,0.833333333,1571.469178
2003,1358,15,91,0.589767049,0.520278455,0.196452405,0.326878929,0.452898948,0.390535111,1.08877228,0.986229308,0.162826754,0.664609338,0.699857956,23.62962963,53.08994709,5.746031746,16.45502646,17.0952381,23.94708995,11.26455026,25.15873016,16.31216931,14.6984127,7.873015873,4.994708995,18.94179894,0.777777778,1491.182268
2003,1411,16,217,0.54769221,0.503035731,0.184550526,0.360132701,0.529491233,0.398802149,1.075908322,1.052195737,0.144830761,0.681722783,0.613745448,25.32222222,57.82222222,6.244444444,20.25555556,16.82222222,26.64444444,12.6,25.11111111,14.05555556,15.33333333,6.977777778,1.966666667,20.8,0.6,1292.110597
2003,1421,16,186,0.440671504,0.489800457,0.196964988,0.34718379,0.377214376,0.371180344,1.064194369,1.166925943,0.135984941,0.625618817,0.766142129,26.50928382,59.54376658,7.262599469,20.4137931,15.73474801,22.21485411,12.5198939,23.62599469,14.9071618,14.45623342,7.978779841,3.708222812,18.72148541,0.448275862,1324.060935
2003,1246,1,1,0.666684064,0.537590305,0.173082173,0.388613142,0.366832089,0.391054107,1.169825085,0.970874783,0.163511241,0.683348138,0.709655211,28.28340517,57.86206897,6.107758621,16.53232759,14.78448276,20.97844828,12.7262931,23.99784483,15.8825431,14.43965517,7.913793103,5.101293103,17.48275862,0.90625,2027.781348
2003,1338,2,8,0.704565667,0.563549387,0.191725815,0.360534642,0.440517117,0.411535704,1.15301619,0.912822525,0.183415141,0.70818366,0.639841178,26.49487179,53.47692308,6.397435897,17.26410256,14.23589744,22.18717949,11.33076923,24.75384615,17.3974359,15.32820513,7.805128205,4.043589744,17.91025641,0.866666667,1921.061621
2003,1266,3,10,0.632611337,0.536723376,0.168319801,0.415993254,0.434780805,0.405185072,1.21616698,1.046021048,0.167314319,0.66612801,0.778502735,26.59161491,55.49534161,5.748447205,15.59937888,17.68167702,23.68322981,12.99378882,23.0621118,15.96118012,13.00931677,6.392857143,3.47826087,18.52950311,0.821428571,1864.806371
2003,1173,4,13,0.587211085,0.522367703,0.171648612,0.407806979,0.428043147,0.397627102,1.185540075,1.076668155,0.163846155,0.661923845,0.712953906,24.10057471,53.83045977,7.41954023,20.25287356,16.46982759,22.76436782,13.33477011,22.92816092,14.88505747,13.16522989,5.390804598,2.949712644,17.49137931,0.827586207,1838.298651
2003,1458,5,25,0.626424915,0.525735143,0.144771774,0.321070653,0.365730181,0.365560659,1.174000111,0.972804677,0.153976981,0.736008252,0.731805888,24.92476489,53.0846395,5.92476489,16.39028213,13.54231975,17.90282132,10.02978056,22.49529781,13.02507837,11.13793103,6.672413793,3.130094044,15.30877743,0.75862069,1864.529287
2003,1281,6,17,0.557810426,0.507278472,0.168140059,0.362471433,0.310748295,0.364052934,1.10305564,1.023722129,0.144359364,0.668314608,0.65013963,25.83102919,59.62519201,7.089093702,20.16129032,12.67741935,18.640553,13.49308756,25.59447005,14.0875576,13.2749616,6.251920123,4.082949309,17.0952381,0.677419355,1811.769408
2003,1231,7,47,0.54222249,0.500723136,0.150948102,0.314519518,0.415688554,0.363283467,1.124121646,1.071171116,0.152398924,0.680934536,0.704638511,24.225,57.94375,6.85625,20.2625,15.4375,21.6375,11.8875,26.7625,13.79375,10.9875,5.35625,5.1,18.7,0.625,1860.31745
2003,1332,8,50,0.584924317,0.534386506,0.175714676,0.324764506,0.340609343,0.373727574,1.144642323,1.034202859,0.166702828,0.652424253,0.779248004,28.71603261,62.03125,8.273097826,20.71467391,16.55842391,22.04076087,12.10326087,24.70516304,16.35733696,15.19157609,7.633152174,2.949728261,20.33152174,0.71875,1848.892251
2003,1428,9,16,0.578466621,0.528505042,0.177289124,0.324382467,0.389290075,0.378994302,1.13163937,1.018664093,0.15340126,0.709433508,0.689024299,22.78695652,49.76231884,6.595652174,17.1173913,14.11884058,19.86521739,9.831884058,22.94637681,12.48695652,12.51594203,4.782608696,3.6,19.08695652,0.766666667,1807.600071
2003,1104,10,38,0.536514221,0.475784671,0.167274743,0.371255564,0.37234961,0.362236109,1.089620649,1.029130662,0.130983312,0.686897137,0.705167724,24.36764706,58.02941176,6.68907563,20.38445378,14.10504202,19.87184874,12.62815126,25.02521008,12.75210084,13.86764706,6.426470588,3.529411765,17.94957983,0.607142857,1800.855869
2003,1356,11,34,0.565746969,0.526125586,0.157223016,0.318329458,0.347752856,0.365584809,1.147951409,1.047628848,0.14626357,0.670682788,0.69939406,27,56.29166667,6.033333333,14.75833333,14.20833333,19.78333333,10.29166667,22.6,13.225,12.525,7.608333333,2.758333333,18.525,0.8,1751.179844
2003,1451,12,41,0.577173907,0.523933976,0.162206897,0.324251229,0.49576717,0.389340636,1.163379752,1.053132712,0.154148693,0.69388512,0.73396095,24.84827586,53.04413793,6.183448276,18.17241379,18.61793103,25.51862069,10.13103448,22.88137931,14.15862069,12.56,6.671724138,0.92137931,19.48,0.862068966,1630.257149
2003,1409,13,64,0.619563321,0.519806749,0.17888764,0.328348236,0.345275919,0.370105645,1.112861237,0.986428992,0.155300007,0.670603051,0.729671629,25.12170088,56.74046921,6.395894428,17.59824047,14.1202346,19.75953079,11.20087977,25.87390029,14.01466276,13.57184751,7.250733138,4.505865103,17.20234604,0.709677419,1800.602321
2003,1221,14,61,0.673463807,0.510509344,0.182874491,0.379531574,0.428026614,0.390032667,1.11591588,0.932258937,0.16680862,0.742964354,0.701101355,24.16689655,52.15724138,5.288275862,14.35724138,15.33793103,21.86206897,11.70896552,24.01931034,15.29103448,13.8662069,7.670344828,4.266206897,18.48,0.862068966,1564.76943
2003,1447,15,103,0.549837587,0.537861962,0.18391111,0.362093365,0.344057184,0.385149813,1.139044882,1.071088041,0.165296348,0.676175974,0.723838378,26.25652842,55.11059908,6.835637481,16.70967742,13.8218126,18.546851,10.77880184,22.11059908,15.21198157,14.78341014,7.852534562,2.522273425,17.38095238,0.677419355,1476.193717
2003,1237,16,160,0.483959466,0.518375608,0.198605877,0.343506198,0.436398095,0.391162667,1.091473112,1.074421071,0.14379355,0.667113817,0.697934076,25.06085526,52.56414474,6.634868421,19.00657895,14.26973684,20.01973684,10.46875,20.92763158,15.48190789,15.94736842,7.952302632,2.481907895,18.61348684,0.59375,1480.906341
2003,1112,1,2,0.654692705,0.517631532,0.160953046,0.394026898,0.387965472,0.384291075,1.165755457,0.962943949,0.160718972,0.680559904,0.70115378,30.15571429,64.84,6.998571429,19.36428571,17.03857143,24.38857143,14.64285714,27.56,17.88285714,15.01428571,8.161428571,4.012857143,17.99857143,0.892857143,2039.169204
2003,1242,2,6,0.654868126,0.525461245,0.169681947,0.382850458,0.389675904,0.387626462,1.156901488,0.943190201,0.159078929,0.700608947,0.661631264,30.17246377,61.91014493,5.271014493,14.75362319,14.77246377,21.93333333,13.45362319,25.98695652,16.6057971,15.31304348,10.06521739,4.966666667,16.82028986,0.766666667,2000.180552
2003,1181,3,12,0.604881034,0.521744589,0.162827265,0.375102718,0.472123918,0.395243783,1.177240027,1.012553686,0.13803034,0.653978879,0.695480707,27.175,59.18333333,6.816666667,18.43333333,19.55,27.30833333,13.13333333,23.625,13.93333333,14.91666667,8.491666667,5.366666667,20.75833333,0.8,2129.466882
2003,1228,4,18,0.665553618,0.551888051,0.169955784,0.307924117,0.346772842,0.376844916,1.167743664,0.950617158,0.190220535,0.698781291,0.719997642,26.58333333,55.625,7.25,19.75833333,14.025,19.46666667,10.39166667,24.275,17.55,13.625,7.05,2.783333333,18.1,0.8,1987.581468
2003,1323,5,14,0.592360306,0.51941625,0.153945593,0.309736681,0.381777677,0.365466886,1.160899429,1.031662792,0.167572586,0.669374513,0.741360453,26.76979472,61.12903226,7.652492669,20.10997067,15.97507331,21.03079179,11.67155425,27.50879765,16.64809384,13.20967742,7.793255132,5.690615836,16.89589443,0.709677419,1819.645339
2003,1166,6,23,0.644084096,0.567454847,0.167750288,0.339232992,0.354147449,0.389888227,1.198707716,0.977462347,0.171703115,0.681825806,0.689706929,28.50888192,57.18913271,7.671891327,19.75548589,13.84326019,20.09926855,10.74085684,23.44932079,16.89655172,13.81086729,8.419017764,4.456635319,17.3908046,0.878787879,1827.457545
2003,1272,7,26,0.597777745,0.4983369,0.163772135,0.366802723,0.396623727,0.373131898,1.112507168,0.982265202,0.164071766,0.683904483,0.628298899,25.74362819,59.04797601,6.911544228,19.71364318,13.8005997,21.29235382,13.4047976,25.86956522,16.6011994,14.3838081,7.583208396,4.629685157,18.17691154,0.793103448,1822.852124
2003,1153,8,29,0.553217925,0.465464852,0.135888934,0.332503597,0.382116556,0.343976377,1.081414695,0.997080686,0.136481995,0.679011726,0.685617705,22.88865546,55.19327731,6.638655462,18.8907563,14.54411765,21.7394958,11.34453782,24.31932773,12.58403361,12.70588235,5.130252101,3.636554622,18.92857143,0.607142857,1895.46542
2003,1211,9,43,0.612120239,0.536146129,0.18007386,0.358111037,0.460778163,0.400215848,1.160989372,1.026359003,0.161717043,0.715660869,0.717918362,25.57503506,55.40392707,7.251051893,19.13323983,16.41935484,23.25666199,11.64235624,24.7026648,15.23281907,15.01823282,7.037868163,2.932678822,18.95932679,0.741935484,1832.116867
2003,1113,10,32,0.585159869,0.517334153,0.170036092,0.398079639,0.468561174,0.399342788,1.14762601,1.042991596,0.158357802,0.68394964,0.675667474,26.6954023,55.90229885,4.019157088,12.8045977,16.7164751,24.7183908,12.94636015,22.651341,15.36398467,14.85823755,5.785440613,4.616858238,20.46743295,0.620689655,1775.777788
2003,1141,11,44,0.569291395,0.572835473,0.223575411,0.359177269,0.481836398,0.429138956,1.155035988,1.067316278,0.158267492,0.662368254,0.762740584,27.59670165,54.05547226,6.776611694,17.00449775,19.06596702,24.75112444,10.72113943,22.67016492,15.53373313,17.8155922,7.554722639,3.803598201,20.44977511,0.793103448,1647.435939
2003,1454,12,45,0.596028443,0.542570336,0.181645227,0.338679284,0.381903763,0.387460863,1.139139712,1.031858177,0.170932738,0.674953855,0.686253291,26.27826087,55.31014493,7.295652174,20.3,15.47391304,22.79710145,11.32173913,23.08550725,16.20144928,16.1884058,8.947826087,3.310144928,20.43043478,0.766666667,1647.07579
2003,1443,13,58,0.609243137,0.533057064,0.188850874,0.357503198,0.395980771,0.391333299,1.11565394,1.007041642,0.150192326,0.67457066,0.66089897,24.87798036,54.68443198,6.136044881,17.79102384,15.42215989,22.95231417,12.25806452,23.28330996,13.02384292,15.18934081,6.86115007,3.315568022,19.28330996,0.741935484,1760.188485
2003,1161,14,75,0.531039398,0.548663286,0.204850025,0.361121792,0.476115294,0.414319473,1.135396111,1.120559779,0.161272069,0.668019596,0.697517353,26.10392157,55.14901961,4.58627451,13.79411765,17.61372549,25.10196078,11.71176471,22.71372549,15.36470588,14.46078431,7.003921569,3.874509804,21.0372549,0.566666667,1605.044546
2003,1429,15,79,0.576603548,0.495003668,0.166635344,0.391238402,0.392423363,0.376771488,1.134739793,1.034278397,0.158639436,0.708510405,0.707348655,23.88484848,51.85757576,4.824242424,13.67878788,13.51818182,19.01818182,11.56969697,21.76666667,13.9,11.53030303,4.724242424,2.142424242,15.93636364,0.733333333,1695.566965
2003,1436,16,144,0.561326087,0.494731616,0.180141263,0.380016406,0.35627446,0.372372412,1.081807707,1.004409515,0.151545502,0.732897678,0.649707795,24.66969147,55.02903811,5.914700544,17.08892922,12.37931034,18.4845735,11.61705989,24.60072595,14.4137931,13.29219601,6.816696915,2.923774955,16.58802178,0.655172414,1444.90684
2004,1181,1,1,0.668747793,0.535083222,0.170668594,0.400096975,0.420370772,0.399775448,1.190488236,0.965502308,0.145262765,0.625426253,0.724375108,26.80902778,57.25925926,6.81712963,18.42824074,17.02662037,23.2349537,13.10300926,22.625,14.35648148,14.51967593,9.072916667,6.390046296,18.42939815,0.84375,2107.077382
2004,1280,2,4,0.644516462,0.523954606,0.183581121,0.407754628,0.421796707,0.400297554,1.141084626,0.981172668,0.137805285,0.68637858,0.665807776,27.44142857,58.87285714,6.402857143,17.95142857,15.37714286,23.44428571,14.52142857,25.84857143,13.70714286,15.34142857,9.101428571,4.435714286,16.44285714,0.892857143,1951.080702
2004,1400,3,10,0.609326676,0.49550154,0.140235526,0.418073847,0.367816307,0.372046713,1.17003201,1.01668285,0.14007228,0.670527582,0.668835428,26.83478261,60.97246377,6.836231884,18.91594203,16.40289855,23.32173913,15.55652174,25.06666667,12.87391304,12.80434783,7.133333333,3.944927536,19.19565217,0.766666667,1914.801465
2004,1153,4,11,0.677232126,0.518562457,0.147992376,0.369735308,0.402051853,0.378677916,1.17186135,0.959428861,0.162872373,0.683083661,0.668836548,25.78333333,57.825,7.116666667,18.90833333,15.3,22.725,12.81666667,23.65833333,15.29166667,12.81666667,7.516666667,4.033333333,18.88333333,0.8,1926.048857
2004,1228,5,23,0.588490158,0.526173568,0.160863523,0.362912013,0.316285616,0.370710553,1.15909772,1.00925395,0.176221478,0.668617088,0.67752607,26.28333333,56.21666667,6.983333333,19.38333333,13.25,18.50833333,11.39166667,22.975,16.50833333,12.925,6.983333333,3.966666667,18.425,0.8,1959.512653
2004,1314,6,19,0.573481727,0.516219887,0.17357892,0.39331579,0.402642258,0.388942182,1.141795203,1.038176733,0.166671922,0.663858582,0.676384653,28.32539683,61.59920635,6.833333333,19.34126984,16.86507937,24.3968254,14.08730159,24.24206349,17.71825397,16.77380952,9.551587302,3.968253968,19.43650794,0.642857143,1844.054438
2004,1462,7,35,0.591470335,0.512852095,0.161312261,0.3332576,0.375768279,0.368485665,1.121233302,0.990526598,0.147602972,0.691038987,0.675833737,24.16073781,55.26745718,7.031620553,19.72727273,13.02503294,19.16732543,11.31225296,24.44927536,13.30961792,12.43741765,6.660079051,2.660079051,16.35704875,0.696969697,1868.889025
2004,1371,8,28,0.590011257,0.515561661,0.167389018,0.340713308,0.354257363,0.369353185,1.121831393,1.001060744,0.142934773,0.673574218,0.709502063,25.67481203,57.35150376,6.142857143,17.21428571,13.70488722,19.02443609,11.86278195,24.63533835,13.11466165,13.37781955,6.913533835,3.530075188,17.73120301,0.678571429,1778.527449
2004,1112,9,41,0.584469058,0.543060235,0.166833493,0.38972052,0.343185698,0.388354426,1.207493074,1.084514862,0.172787296,0.658345103,0.785290318,31.00344828,65.63965517,8,20.65689655,15.17758621,19.96206897,13.81896552,25.5637931,19.55517241,15.07241379,6.910344828,3.815517241,15.89482759,0.689655172,1957.310732
2004,1257,10,24,0.644546901,0.486597708,0.172013294,0.316544189,0.378711527,0.357757973,1.087098002,0.908122039,0.153511688,0.679934415,0.753652926,24.39137931,58.91896552,7.393103448,22.08965517,14.93103448,21.32068966,12.84482759,26.30172414,14.66724138,15.39137931,8.227586207,5.074137931,19.61896552,0.689655172,1862.500805
2004,1102,11,70,0.6374502,0.586786686,0.181071938,0.247547667,0.385417888,0.387304876,1.160440239,0.975019455,0.179536503,0.629238861,0.688276014,20.41233766,41.38311688,7.587662338,19.48701299,12.16233766,16.86038961,6.707792208,16.35064935,12.3961039,11.60064935,7.116883117,2.301948052,16.71753247,0.785714286,1642.233703
2004,1293,12,58,0.611183098,0.550501719,0.167572207,0.363559677,0.364100758,0.389420788,1.188859331,1.024497937,0.183909576,0.701997801,0.723014769,30.06666667,60.03333333,6.6,19.23333333,15.51333333,21.46,12.21333333,25.76666667,19.09333333,13.96666667,7.846666667,4.013333333,18.03333333,0.833333333,1659.593267
2004,1190,13,61,0.601006542,0.514009948,0.185302276,0.331569905,0.386487459,0.376216648,1.079746468,0.969544651,0.149081621,0.654741566,0.664122272,27.68390805,60.68534483,6.051724138,17.5933908,15.26149425,22.08333333,12.75431034,25.70689655,15.13649425,16.55316092,9.998563218,5.425287356,16.70114943,0.827586207,1636.778459
2004,1343,14,121,0.600325638,0.550700366,0.200280437,0.319628388,0.36060067,0.388366034,1.106112096,1.007595207,0.162670731,0.718807565,0.706975977,22.03846154,46.98785425,5.775303644,16.43319838,14.01619433,19.17206478,8.686234818,22.03846154,12.57287449,12.93117409,6.455465587,2.896761134,18.65991903,0.730769231,1594.768098
2004,1284,15,116,0.527880551,0.485135491,0.171811586,0.268492278,0.39931812,0.350603267,1.049914871,1.021758867,0.148494717,0.683974371,0.74883826,23.45833333,55.00744048,7.456845238,20.48660714,14.49553571,19.96577381,10.01488095,25.07440476,14.67261905,14.3735119,7.858630952,2.958333333,17.73511905,0.65625,1425.932524
2004,1106,16,230,0.5419163,0.482844479,0.224429735,0.37162776,0.474759905,0.394784763,0.998759548,0.987901283,0.117986013,0.671626933,0.660911767,21.4375,50.10416667,5.404166667,15.42083333,13.88333333,21.38333333,10.87083333,21.38333333,11.55,16.48333333,7.479166667,3.154166667,19.25,0.533333333,1358.883707
2004,1390,1,7,0.703501906,0.532710729,0.179028769,0.361759356,0.393413051,0.389205312,1.157061259,0.948024331,0.171958069,0.709545079,0.75693317,26.34367816,54.32643678,5.23908046,14.01724138,15.94712644,21.28735632,10.98045977,25.10344828,16.26781609,13.85172414,6.397701149,4.367816092,17.13333333,0.966666667,2005.580075
2004,1163,2,5,0.664933752,0.531676061,0.161465364,0.413537527,0.328320596,0.38499236,1.173109017,0.955892724,0.174121641,0.679817176,0.624387334,29.41414141,62.80808081,6.558922559,16.31313131,12.81481481,20.04713805,14.82154882,28.75084175,17.41750842,13.32323232,6.498316498,8.04040404,16,0.818181818,1945.834962
