id,pred
2014_1112_1153,0.983291286
2014_1112_1157,0.546738191
2014_1112_1160,0.759874709
2014_1112_1163,8.17E-02
2014_1112_1166,0.262422848
2014_1112_1173,0.748489159
2014_1112_1174,0.72014154
2014_1112_1181,4.74E-02
2014_1112_1184,0.830162122
2014_1112_1196,0.771460035
2014_1112_1203,0.575413345
2014_1112_1211,0.652569453
2014_1112_1217,0.565908629
2014_1112_1234,0.326035402
2014_1112_1235,0.624528715
2014_1112_1242,0.732732223
2014_1112_1243,0.46294296
2014_1112_1246,0.3600525
2014_1112_1257,0.31001896
2014_1112_1264,0.403824619
2014_1112_1269,0.587481074
2014_1112_1272,0.696310016
2014_1112_1273,4.98E-02
2014_1112_1276,0.988711287
2014_1112_1277,0.339075598
2014_1112_1291,0.873221059
2014_1112_1295,5.92E-02
2014_1112_1300,0.316878998
2014_1112_1301,0.329237244
2014_1112_1304,0.960819301
2014_1112_1307,0.384092419
2014_1112_1308,0.70836688
2014_1112_1314,0.80935787
2014_1112_1326,0.19797597
2014_1112_1328,0.306135028
2014_1112_1329,0.175919781
2014_1112_1332,0.933736066
2014_1112_1338,0.743982548
2014_1112_1344,0.915236746
2014_1112_1361,0.441336051
2014_1112_1372,0.992407232
2014_1112_1386,0.380959334
2014_1112_1387,0.405237474
2014_1112_1390,3.69E-02
2014_1112_1393,2.00E-02
2014_1112_1397,0.534937028
2014_1112_1400,0.312541094
2014_1112_1409,0.711402103
2014_1112_1411,0.916190278
2014_1112_1417,0.39446445
2014_1112_1418,0.15710424
2014_1112_1433,0.616074634
2014_1112_1437,0.943770574
2014_1112_1438,0.97167251
2014_1112_1444,1.04E-04
2014_1112_1451,0.854020596
2014_1112_1454,0.825101949
2014_1112_1455,0.871496563
2014_1112_1458,0.607388094
2014_1112_1459,0.220590572
2014_1112_1462,0.959106447
2014_1113_1107,9.75E-02
2014_1113_1110,1.48E-02
2014_1113_1112,0.245513612
2014_1113_1113,0.5
2014_1113_1124,0.140301802
2014_1113_1140,0.19621017
2014_1113_1142,0.592596207
2014_1113_1153,0.681966476
2014_1113_1157,0.771458678
2014_1113_1160,0.550832012
2014_1113_1163,0.703862159
2014_1113_1166,0.430034979
2014_1113_1173,0.885699816
2014_1113_1174,0.533723839
2014_1113_1181,0.193003926
2014_1113_1184,0.962920096
2014_1113_1196,0.881642237
2014_1113_1203,0.489842048
2014_1113_1211,0.82216287
2014_1113_1217,0.359366115
2014_1113_1234,0.548382792
2014_1113_1235,0.608766538
2014_1113_1242,0.838722949
2014_1113_1243,0.212226159
2014_1113_1246,0.542037171
2014_1113_1257,0.557947354
2014_1113_1264,0.67934819
2014_1113_1269,0.604674676
2014_1113_1272,0.648269524
2014_1113_1273,0.394913045
2014_1113_1276,3.27E-02
2014_1113_1277,0.678599028
2014_1113_1291,0.596300638
2014_1113_1295,0.941437434
2014_1113_1300,0.367535325
2014_1113_1301,0.452840631
2014_1113_1304,0.675081009
2014_1113_1307,0.572612744
2014_1113_1308,0.906627891
2014_1113_1314,0.545330492
2014_1113_1326,0.249008327
2014_1113_1328,0.134476243
2014_1113_1329,0.438453362
2014_1113_1332,0.80922369
2014_1113_1338,0.60921014
2014_1113_1344,0.516677806
2014_1113_1361,2.50E-02
2014_1113_1372,0.512261574
2014_1113_1386,2.90E-02
2014_1113_1387,6.86E-02
2014_1113_1390,0.273833854
2014_1113_1393,0.509381703
2014_1113_1397,0.656594976
2014_1113_1400,0.82279424
2014_1113_1409,0.692782792
2014_1113_1411,0.734962178
2014_1113_1417,0.973228564
2014_1113_1418,0.511634197
2014_1113_1433,0.956496257
2014_1113_1437,0.759388345
2014_1113_1438,0.571863213
2014_1113_1444,0.414264651
2014_1113_1451,0.996351715
2014_1113_1454,0.366119107
2014_1113_1455,0.688172052
2014_1113_1458,0.874165781
2014_1113_1459,0.559264282
2014_1113_1462,0.788319845
2014_1124_1107,0.787354839
2014_1124_1110,0.229224261
2014_1124_1112,0.711806174
2014_1124_1113,0.801305157
2014_1124_1124,0.5
2014_1124_1140,0.549069121
2014_1124_1142,0.988333869
2014_1124_1153,0.643709781
2014_1124_1157,0.80974941
2014_1124_1160,0.887482714
2014_1124_1163,0.21750638
2014_1124_1166,0.181322521
2014_1124_1173,0.269517117
2014_1124_1174,0.992564251
2014_1124_1181,0.676078748
2014_1124_1184,4.06E-02
2014_1124_1196,2.08E-02
2014_1124_1203,0.854752069
2014_1124_1211,0.964316239
2014_1124_1217,0.644172588
2014_1124_1234,0.536109724
2014_1124_1235,0.522318357
2014_1124_1242,0.347855309
2014_1124_1243,0.928741853
2014_1124_1246,0.87631847
2014_1124_1257,4.37E-02
2014_1124_1264,4.54E-02
2014_1124_1269,0.115853032
2014_1124_1272,5.15E-02
2014_1124_1273,0.479297368
2014_1124_1276,0.512640684
2014_1124_1277,0.512152842
2014_1124_1291,0.288294386
2014_1124_1295,0.689601739
2014_1124_1300,0.761211556
2014_1124_1301,0.182600051
2014_1124_1304,0.937042331
2014_1124_1307,9.89E-02
2014_1124_1308,0.93944683
2014_1124_1314,0.507051613
2014_1124_1326,0.133064119
2014_1124_1328,0.384667115
2014_1124_1329,0.402202662
2014_1124_1332,0.868778501
2014_1124_1338,0.818246063
2014_1124_1344,0.687376506
2014_1124_1361,1.10E-02
2014_1124_1372,0.54167882
2014_1124_1386,0.779806326
2014_1124_1387,0.152303177
2014_1124_1390,0.182288756
2014_1124_1393,0.193444461
2014_1124_1397,2.93E-02
2014_1124_1400,0.234055403
2014_1124_1409,0.596998349
2014_1124_1411,0.152778255
2014_1124_1417,0.919239496
2014_1124_1418,0.522349517
2014_1124_1433,0.858637043
2014_1124_1437,0.196972839
2014_1124_1438,0.639991578
2014_1124_1444,0.742438111
2014_1124_1451,0.750287419
2014_1124_1454,0.134536586
2014_1124_1455,0.944625747
2014_1124_1458,0.558549173
2014_1124_1459,0.752158533
2014_1124_1462,0.632828978
2014_1140_1107,0.489167535
2014_1140_1110,0.488765828
2014_1140_1112,0.188899839
2014_1140_1113,0.851779712
2014_1140_1124,0.394781394
2014_1140_1140,0.5
2014_1140_1142,0.91662664
2014_1140_1153,0.10313401
2014_1140_1157,0.487924095
2014_1140_1160,0.837399695
2014_1140_1163,0.84926527
2014_1140_1166,0.855977799
2014_1140_1173,0.941029892
2014_1140_1174,0.207787275
2014_1140_1181,0.50504204
2014_1140_1184,0.703340811
2014_1140_1196,0.891696078
2014_1140_1203,0.725048146
2014_1140_1211,0.917783702
2014_1140_1217,0.57851149
2014_1140_1234,8.16E-02
2014_1140_1235,0.205831553
2014_1140_1242,0.701945386
2014_1140_1243,0.222933809
2014_1140_1246,0.645950385
2014_1140_1257,0.29106999
2014_1140_1264,0.690680182
2014_1140_1269,0.787837575
2014_1140_1272,0.385083835
2014_1140_1273,0.382071595
2014_1140_1276,0.528507175
2014_1140_1277,0.934200042
2014_1140_1291,0.333430425
2014_1140_1295,0.863685258
2014_1140_1300,0.815926122
2014_1140_1301,0.808000432
2014_1140_1304,0.801152409
2014_1140_1307,0.329884188
2014_1140_1308,0.836601111
2014_1140_1314,0.351937235
2014_1140_1326,2.30E-03
2014_1140_1328,0.311747643
2014_1140_1329,0.468891178
2014_1140_1332,0.936564624
2014_1140_1338,0.67293669
2014_1140_1344,0.185403661
2014_1140_1361,2.33E-02
2014_1140_1372,0.644225139
2014_1140_1386,0.885888651
2014_1140_1387,0.23480537
2014_1140_1390,0.643558845
2014_1140_1393,2.08E-02
2014_1140_1397,0.687447059
2014_1140_1400,0.329628349
2014_1140_1409,0.886341214
2014_1140_1411,0.145856978
2014_1140_1417,0.19481353
2014_1140_1418,7.87E-02
2014_1140_1433,0.924401419
2014_1140_1437,0.582733629
2014_1140_1438,0.123512425
2014_1140_1444,0.72492276
2014_1140_1451,0.755802212
2014_1140_1454,0.932380263
2014_1140_1455,0.962113196
2014_1140_1458,0.357646081
2014_1140_1459,0.768342254
2014_1140_1462,0.955582374
2014_1142_1107,0.838721346
2014_1142_1110,0.918615866
2014_1142_1112,0.661827605
2014_1142_1113,3.46E-02
2014_1142_1124,0.665543948
2014_1142_1140,3.87E-02
2014_1142_1142,0.5
2014_1142_1153,0.306048118
2014_1142_1157,0.163947172
2014_1142_1160,0.978548127
2014_1142_1163,0.613418852
2014_1142_1166,7.34E-02
2014_1142_1173,5.91E-04
2014_1142_1174,0.731914336
2014_1142_1181,0.335990117
2014_1142_1184,0.22188902
2014_1142_1196,0.150382802
2014_1142_1203,0.127857678
2014_1142_1211,3.13E-02
2014_1142_1217,0.476845601
2014_1142_1234,0.434902324
2014_1142_1235,0.230996202
2014_1142_1242,5.87E-02
2014_1142_1243,0.749843873
2014_1142_1246,0.609169013
2014_1142_1257,0.742010354
2014_1142_1264,0.906958929
2014_1142_1269,0.515895435
2014_1142_1272,0.351424824
2014_1142_1273,0.725334027
2014_1142_1276,0.493450384
2014_1142_1277,7.59E-02
2014_1142_1291,0.993474295
2014_1142_1295,8.25E-02
2014_1142_1300,0.839629316
2014_1142_1301,0.970500782
2014_1142_1304,0.806160778
2014_1142_1307,0.635484893
2014_1142_1308,0.930541398
2014_1142_1314,0.407514408
2014_1142_1326,0.310945947
2014_1142_1328,0.140327254
2014_1142_1329,0.330184796
2014_1142_1332,0.774245439
2014_1142_1338,0.867388213
2014_1142_1344,0.629220008
2014_1142_1361,0.943846058
2014_1142_1372,0.168458166
2014_1142_1386,0.929221119
2014_1142_1387,0.882026101
2014_1142_1390,0.752466636
2014_1142_1393,0.867562612
2014_1142_1397,0.824542603
2014_1142_1400,0.659347286
2014_1142_1409,0.683173607
2014_1142_1411,0.515122186
2014_1142_1417,0.889301422
2014_1142_1418,0.535747026
2014_1142_1433,0.573349507
2014_1142_1437,0.736157595
2014_1142_1438,0.446314433
2014_1142_1444,0.99168112
2014_1142_1451,0.746609674
2014_1142_1454,0.750274854
2014_1142_1455,0.156961937
2014_1142_1458,0.624577398
2014_1142_1459,0.104074985
2014_1142_1462,0.84428681
2014_1153_1107,0.197686138
2014_1153_1110,4.43E-02
2014_1153_1112,0.471230009
2014_1153_1113,0.895076584
2014_1153_1124,0.706028648
2014_1153_1140,0.940723415
2014_1153_1142,0.526832472
2014_1153_1153,0.5
2014_1153_1157,0.270994498
2014_1153_1160,0.712079484
2014_1153_1163,0.560390118
2014_1153_1166,0.640406302
2014_1153_1173,0.334678473
2014_1153_1174,5.90E-02
2014_1153_1181,0.118605481
2014_1153_1184,0.144022374
2014_1153_1196,5.84E-02
2014_1153_1203,0.78649293
2014_1153_1211,0.320975677
2014_1153_1217,9.93E-02
2014_1153_1234,0.25442566
2014_1153_1235,7.66E-02
2014_1153_1242,0.509217452
2014_1153_1243,0.215265855
2014_1153_1246,0.599254795
2014_1153_1257,0.182470165
2014_1153_1264,8.32E-02
2014_1153_1269,0.88928408
2014_1153_1272,0.720709612
2014_1153_1273,0.238519084
2014_1153_1276,0.840863639
2014_1153_1277,0.509880675
2014_1153_1291,0.406283165
2014_1153_1295,0.550644434
2014_1153_1300,0.475938419
2014_1153_1301,0.33399726
2014_1153_1304,7.27E-02
2014_1153_1307,0.68847337
2014_1153_1308,0.205679151
2014_1153_1314,3.17E-03
2014_1153_1326,0.50771566
2014_1153_1328,0.622874623
2014_1153_1329,0.738168455
2014_1153_1332,0.913187292
2014_1153_1338,3.11E-02
2014_1153_1344,0.777623482
2014_1153_1361,0.102363043
2014_1153_1372,0.961707825
2014_1153_1386,0.779513701
2014_1153_1387,0.58005311
2014_1153_1390,0.274777462
2014_1153_1393,3.92E-03
2014_1153_1397,0.468063215
2014_1153_1400,0.402664426
2014_1153_1409,0.551697222
2014_1153_1411,0.840530636
2014_1153_1417,0.650918973
2014_1153_1418,0.54776192
2014_1153_1433,0.97738469
2014_1153_1437,0.337648289
2014_1153_1438,0.479641238
2014_1153_1444,0.433148104
2014_1153_1451,0.868937367
2014_1153_1454,0.960705265
2014_1153_1455,0.783187405
2014_1153_1458,0.42123652
2014_1153_1459,0.877065425
2014_1153_1462,0.920127838
2014_1157_1107,0.728643509
2014_1157_1110,0.890636573
2014_1157_1112,0.786300145
2014_1157_1113,0.622288652
2014_1157_1124,0.67764404
2014_1157_1140,0.382130662
2014_1157_1142,0.875515426
2014_1157_1153,0.623639174
2014_1157_1157,0.5
2014_1157_1160,0.740930902
2014_1157_1163,0.212450074
2014_1157_1166,0.517957264
2014_1157_1173,0.502399244
2014_1157_1174,0.111257428
2014_1157_1181,8.38E-02
2014_1157_1184,0.462095684
2014_1157_1196,3.70E-03
2014_1157_1203,0.32476952
2014_1157_1211,0.920211644
2014_1157_1217,0.501657949
2014_1157_1234,0.325341171
2014_1157_1235,0.993723405
2014_1157_1242,0.728274137
2014_1157_1243,0.877274359
2014_1157_1246,0.27607023
2014_1157_1257,0.382942425
2014_1157_1264,1.47E-04
2014_1157_1269,0.571284109
2014_1157_1272,9.33E-02
2014_1157_1273,0.706709679
2014_1157_1276,0.216640047
2014_1157_1277,0.185642096
2014_1157_1291,0.446409791
2014_1157_1295,0.775411377
2014_1157_1300,0.758729947
2014_1157_1301,0.846179304
2014_1157_1304,0.843371335
2014_1157_1307,0.148531459
2014_1157_1308,0.623078057
2014_1157_1314,0.274575296
2014_1157_1326,0.496875805
2014_1157_1328,0.759511628
2014_1157_1329,8.61E-02
2014_1157_1332,0.401017218
2014_1157_1338,0.215248914
2014_1157_1344,0.554120811
2014_1157_1361,0.835552489
2014_1157_1372,0.947905286
2014_1157_1386,0.444846734
2014_1157_1387,0.768949024
2014_1157_1390,0.777667041
2014_1157_1393,0.556304368
2014_1157_1397,2.17E-02
2014_1157_1400,0.91457938
2014_1157_1409,0.514797249
2014_1157_1411,2.34E-03
2014_1157_1417,0.688720251
2014_1157_1418,0.534353417
2014_1157_1433,0.600579848
2014_1157_1437,0.93670242
2014_1157_1438,0.131394224
2014_1157_1444,0.662927263
2014_1157_1451,0.54453211
2014_1157_1454,0.144962734
2014_1157_1455,0.844338476
2014_1157_1458,0.692028267
2014_1157_1459,0.486131952
2014_1157_1462,0.417663594
2014_1160_1107,7.88E-02
2014_1160_1110,0.295929181
2014_1160_1112,0.58462256
2014_1160_1113,0.662265925
2014_1160_1124,0.652841177
2014_1160_1140,0.132621903
2014_1160_1142,7.74E-02
2014_1160_1153,0.613017237
2014_1160_1157,0.92018581
2014_1160_1160,5.00E-01
2014_1160_1163,0.646101897
2014_1160_1166,0.580390501
2014_1160_1173,0.410217422
2014_1160_1174,0.512743215
2014_1160_1181,0.5095537
2014_1160_1184,0.651551051
2014_1160_1196,0.114560677
2014_1160_1203,0.14080038
2014_1160_1211,0.604908663
2014_1160_1217,0.858069972
2014_1160_1234,0.870705342
2014_1160_1235,0.593574235
2014_1160_1242,0.127457063
2014_1160_1243,0.740967329
2014_1160_1246,0.27095835
2014_1160_1257,9.74E-02
2014_1160_1264,0.492660622
2014_1160_1269,0.851400531
2014_1160_1272,0.646600376
2014_1160_1273,3.34E-02
2014_1160_1276,0.625325918
2014_1160_1277,0.392452808
2014_1160_1291,0.121381026
2014_1160_1295,0.623950366
2014_1160_1300,0.486032695
2014_1160_1301,0.204859025
2014_1160_1304,0.140606929
2014_1160_1307,5.31E-02
2014_1160_1308,0.232859109
2014_1160_1314,0.521671637
2014_1160_1326,0.192291821
2014_1160_1328,0.27350038
2014_1160_1329,0.604118777
2014_1160_1332,0.642805661
2014_1160_1338,0.532243826
2014_1160_1344,0.915502438
2014_1160_1361,0.189685556
2014_1160_1372,0.264888093
2014_1160_1386,0.155439481
2014_1160_1387,0.797597889
2014_1160_1390,0.544597021
2014_1160_1393,0.588390462
2014_1160_1397,8.01E-02
2014_1160_1400,0.956655873
2014_1160_1409,0.397433813
2014_1160_1411,0.490385854
2014_1160_1417,0.625990709
2014_1160_1418,0.756321032
2014_1160_1433,7.52E-02
2014_1160_1437,0.844167644
2014_1160_1438,0.780452841
2014_1160_1444,0.396443506
2014_1160_1451,0.809259343
2014_1160_1454,0.652492467
2014_1160_1455,0.339989148
2014_1160_1458,5.37E-03
2014_1160_1459,0.41990262
2014_1160_1462,0.475483727
2014_1163_1107,9.09E-02
2014_1163_1110,0.350695082
2014_1163_1112,0.416235343
2014_1163_1113,5.04E-02
2014_1163_1124,0.320083222
2014_1163_1140,0.843766481
2014_1163_1142,0.181441793
2014_1163_1153,8.71E-02
2014_1163_1157,0.859018392
2014_1163_1160,0.706803552
2014_1163_1163,0.5
2014_1163_1166,0.716174922
2014_1163_1173,0.243549879
2014_1163_1174,0.42884366
2014_1163_1181,0.610645482
2014_1163_1184,0.817956628
2014_1163_1196,0.340742003
2014_1163_1203,0.534658314
2014_1163_1211,4.98E-02
2014_1163_1217,0.740149313
2014_1163_1234,9.87E-03
2014_1163_1235,0.671027703
2014_1163_1242,0.436250176
2014_1163_1243,0.13867092
2014_1163_1246,0.523412575
2014_1163_1257,0.48612794
2014_1163_1264,0.568028968
2014_1163_1269,2.70E-02
2014_1163_1272,5.68E-02
2014_1163_1273,0.797267218
2014_1163_1276,5.76E-02
2014_1163_1277,0.877145839
2014_1163_1291,0.786601087
2014_1163_1295,0.586422494
2014_1163_1300,0.385665643
2014_1163_1301,7.00E-02
2014_1163_1304,2.20E-02
2014_1163_1307,0.59686255
2014_1163_1308,0.535204169
2014_1163_1314,0.568674966
2014_1163_1326,0.180935934
2014_1163_1328,0.505075994
2014_1163_1329,0.645524238
2014_1163_1332,0.351227479
2014_1163_1338,0.26681152
2014_1163_1344,0.956677945
2014_1163_1361,0.778741769
2014_1163_1372,0.293369194
2014_1163_1386,0.634044951
2014_1163_1387,0.209794564
2014_1163_1390,0.290597905
2014_1163_1393,0.41322418
2014_1163_1397,0.254988805
2014_1163_1400,0.622320763
2014_1163_1409,0.2989643
2014_1163_1411,0.190465028
2014_1163_1417,0.47085874
2014_1163_1418,0.112812809
2014_1163_1433,0.269521549
2014_1163_1437,0.484928784
2014_1163_1438,0.374146784
2014_1163_1444,0.265638512
2014_1163_1451,0.44295433
2014_1163_1454,0.140892667
2014_1163_1455,6.27E-02
2014_1163_1458,0.352849227
2014_1163_1459,3.72E-02
2014_1163_1462,0.154578223
2014_1166_1107,0.96681201
2014_1166_1110,0.987691512
2014_1166_1112,0.60459091
2014_1166_1113,0.143466536
2014_1166_1124,0.8080004
2014_1166_1140,0.329924118
2014_1166_1142,0.310575089
2014_1166_1153,0.407970833
2014_1166_1157,0.566372831
2014_1166_1160,0.213517889
2014_1166_1163,0.882836695
2014_1166_1166,0.5
2014_1166_1173,0.982841911
2014_1166_1174,0.47023338
2014_1166_1181,0.691799033
2014_1166_1184,0.618347491
2014_1166_1196,0.230564582
2014_1166_1203,0.565673088
2014_1166_1211,0.464652592
2014_1166_1217,0.888817048
2014_1166_1234,0.405064882
2014_1166_1235,0.604517877
2014_1166_1242,0.224069909
2014_1166_1243,0.224984427
2014_1166_1246,0.659718725
2014_1166_1257,6.14E-02
2014_1166_1264,0.780997428
2014_1166_1269,0.428326051
2014_1166_1272,0.756439607
2014_1166_1273,0.975953827
2014_1166_1276,0.264691162
2014_1166_1277,0.794822031
2014_1166_1291,3.51E-02
2014_1166_1295,5.15E-02
2014_1166_1300,0.324708766
2014_1166_1301,0.518421242
2014_1166_1304,0.590790083
2014_1166_1307,0.664378238
2014_1166_1308,0.498867469
2014_1166_1314,0.690895508
2014_1166_1326,0.401742033
2014_1166_1328,0.150291678
2014_1166_1329,7.20E-02
2014_1166_1332,0.405970895
2014_1166_1338,0.145937868
2014_1166_1344,6.47E-02
2014_1166_1361,0.685807604
2014_1166_1372,0.251525393
2014_1166_1386,9.86E-02
2014_1166_1387,0.680162065
2014_1166_1390,0.989969712
2014_1166_1393,7.65E-02
2014_1166_1397,0.456441388
2014_1166_1400,0.56206328
2014_1166_1409,0.547982785
2014_1166_1411,6.20E-02
2014_1166_1417,0.70942926
2014_1166_1418,0.744607904
2014_1166_1433,0.790014305
2014_1166_1437,0.794986405
2014_1166_1438,0.941096426
2014_1166_1444,0.341358721
2014_1166_1451,0.119498364
2014_1166_1454,0.338704469
2014_1166_1455,0.438561296
2014_1166_1458,2.35E-02
2014_1166_1459,0.321451012
2014_1166_1462,0.379357574
2014_1173_1107,0.480854578
2014_1173_1110,0.379861088
2014_1173_1112,0.457663567
2014_1173_1113,0.291735811
2014_1173_1124,0.952290728
2014_1173_1140,4.29E-02
2014_1173_1142,0.616230773
2014_1173_1153,0.227422514
2014_1173_1157,0.104619144
2014_1173_1160,4.61E-03
2014_1173_1163,9.89E-02
2014_1173_1166,0.502508288
2014_1173_1173,0.5
2014_1173_1174,0.871855859
2014_1173_1181,0.103317389
2014_1173_1184,0.375714362
2014_1173_1196,0.99284127
2014_1173_1203,0.525008955
2014_1173_1211,0.73340583
2014_1173_1217,0.998874476
2014_1173_1234,0.303095381
2014_1173_1235,0.697116584
2014_1173_1242,0.956170114
2014_1173_1243,0.587339278
2014_1173_1246,0.205519203
2014_1173_1257,0.705526745
2014_1173_1264,0.500259411
2014_1173_1269,0.528888601
2014_1173_1272,0.21555282
2014_1173_1273,0.877422655
2014_1173_1276,0.971833473
2014_1173_1277,0.833700173
2014_1173_1291,0.664714113
2014_1173_1295,0.210616732
2014_1173_1300,0.439639883
2014_1173_1301,0.562538252
2014_1173_1304,0.287077776
2014_1173_1307,0.863112885
2014_1173_1308,0.967947109
2014_1173_1314,0.873560657
2014_1173_1326,0.176119534
2014_1173_1328,0.824827475
2014_1173_1329,0.657629085
2014_1173_1332,0.986539621
2014_1173_1338,0.705013542
2014_1173_1344,0.65049156
2014_1173_1361,0.526873336
2014_1173_1372,0.827279065
2014_1173_1386,0.310884785
2014_1173_1387,0.418289427
2014_1173_1390,0.305336351
2014_1173_1393,0.307224433
2014_1173_1397,0.519167998
2014_1173_1400,0.354298081
2014_1173_1409,6.02E-02
2014_1173_1411,0.35864931
2014_1173_1417,0.859104485
2014_1173_1418,0.373443648
2014_1173_1433,0.25152902
2014_1173_1437,0.491450721
2014_1173_1438,0.483394752
2014_1173_1444,0.764499769
2014_1173_1451,0.724868108
2014_1173_1454,0.646420266
2014_1173_1455,0.678534365
2014_1173_1458,0.69682894
2014_1173_1459,0.156264147
2014_1173_1462,0.450367966
2014_1174_1107,8.42E-02
2014_1174_1110,0.372450816
2014_1174_1112,0.966187891
2014_1174_1113,4.50E-05
2014_1174_1124,0.336556736
2014_1174_1140,0.348788561
2014_1174_1142,0.133212451
2014_1174_1153,0.14293502
2014_1174_1157,6.51E-02
2014_1174_1160,0.486752485
2014_1174_1163,0.177437905
2014_1174_1166,0.485506592
2014_1174_1173,0.959117097
2014_1174_1174,0.5
2014_1174_1181,0.772224589
2014_1174_1184,0.324083865
2014_1174_1196,0.501378051
2014_1174_1203,0.436760291
2014_1174_1211,2.71E-02
2014_1174_1217,0.248259306
2014_1174_1234,0.751736051
2014_1174_1235,9.65E-02
2014_1174_1242,0.646101745
2014_1174_1243,0.153413945
2014_1174_1246,0.958782848
2014_1174_1257,0.132198699
2014_1174_1264,0.663481036
2014_1174_1269,0.78611238
2014_1174_1272,0.73455203
2014_1174_1273,0.61847334
2014_1174_1276,0.803987551
2014_1174_1277,6.48E-02
2014_1174_1291,0.110924688
2014_1174_1295,0.210241124
2014_1174_1300,0.645758864
2014_1174_1301,0.188442151
2014_1174_1304,0.209582843
2014_1174_1307,0.445945986
2014_1174_1308,0.899414606
2014_1174_1314,0.244033412
2014_1174_1326,0.475285588
2014_1174_1328,0.433828245
2014_1174_1329,0.683124784
